CO839_DARK 1 2 3 4 5
angle 0.101 2.773 -0.339 -2.646 3.056
whole 292.722 292.865 293.177 294.211 294.315
RPEtoOLM 69.475 69.178 69.99 69.918 69.07
RNFL 26.258 27.54 28.295 28.021 28.337
-3.75 960.194 1002.495 978.191 898.791 874.062
-2.5 1240.076 1248.424 1223.118 1082.737 1069.678
-1.25 1768.161 1771.198 1706.073 1470.193 1558.936
0 2435.696 2364.944 2334.12 2036.452 2183.277
1.25 2967.341 2817.363 2874.462 2524.3 2750.677
2.5 3399.646 3180.047 3267.245 2908.527 3110.018
3.75 3720.455 3477.309 3472.564 3145.194 3331.975
5 3902.736 3650.781 3586.523 3237.015 3472.407
6.25 3948.769 3669.585 3607.092 3254.188 3553.738
7.5 3820.726 3522.074 3482.629 3152.836 3493.453
8.75 3513.071 3208.129 3211.649 2948.197 3226.768
10 3106.136 2840.068 2827.497 2654.75 2814.448
11.25 2780.948 2622.386 2538.944 2439.435 2548.429
12.5 2603.218 2444.421 2370.173 2329.589 2352.269
13.75 2550.055 2370.925 2305.45 2274.651 2288.97
15 2534.697 2361.641 2303.129 2274.458 2277.773
16.25 2542.806 2365.072 2324.276 2290.592 2289.667
17.5 2547.923 2389.372 2337.845 2304.104 2304.423
18.75 2544.322 2404.467 2341.559 2307.634 2310.393
20 2552.173 2400.374 2339.361 2303.827 2318.105
21.25 2563.781 2394.172 2339.354 2300.43 2317.671
22.5 2577.653 2391.247 2341.385 2312.709 2323.236
23.75 2589.792 2405.608 2330.036 2324.796 2329.263
25 2592.105 2421.57 2341.157 2332.691 2334.006
26.25 2582.539 2441.15 2352.561 2331.669 2345.031
27.5 2588.761 2452.871 2376.068 2332.607 2367.114
28.75 2592.645 2465.727 2391.638 2353.165 2380.466
30 2604.181 2470.474 2392.947 2375.498 2382.62
31.25 2613.512 2470.89 2389.806 2387.807 2376.74
32.5 2623.35 2465.935 2378.691 2379.194 2380.618
33.75 2604.603 2448.991 2355.147 2349.615 2347.743
35 2522.566 2366.935 2289.6 2277.293 2294.276
36.25 2430.892 2276.217 2186.624 2183.855 2162.583
37.5 2286.557 2166.251 2076.169 2085.473 2062.779
38.75 2126.554 2023.872 1936.391 1948.04 1928.615
40 2032.056 1929.429 1835.291 1859.401 1840.596
41.25 1998.857 1877.453 1793.773 1831.497 1808.651
42.5 1982.172 1868.11 1786.682 1820.232 1801.23
43.75 1999.203 1865.01 1785.338 1824.542 1797.429
45 2038.618 1880.153 1801.805 1864.824 1810.999
46.25 2091.829 1950.836 1853.046 1949.831 1863.293
47.5 2157.973 2052.784 1929.041 2039.813 1936.288
48.75 2228.573 2132.677 2000.262 2113.582 2011.666
50 2308.924 2187.527 2064.689 2156.475 2068.474
51.25 2386.983 2228.68 2105.262 2174.453 2108.584
52.5 2405.292 2235.666 2095.545 2176.707 2124.373
53.75 2365.024 2199.364 2071.523 2173.644 2097.59
55 2299.345 2136.374 2022.653 2152.63 2039.792
56.25 2176.717 2013.445 1918.287 2091.772 1916.077
57.5 2004.099 1841.237 1773.586 1999.945 1750.613
58.75 1855.275 1681.501 1644.576 1908.63 1576.222
60 1763.622 1584.111 1554.185 1816.778 1477.269
61.25 1686.838 1534.521 1491.152 1749.417 1435.408
62.5 1647.35 1498.404 1448.173 1695.282 1410.411
63.75 1612.607 1476.043 1404.885 1648.471 1375.108
65 1577.215 1466.024 1374.602 1612.004 1358.234
66.25 1546.962 1468.164 1347.058 1567.772 1355.459
67.5 1524.332 1460.116 1323.465 1513.246 1343.468
68.75 1521.957 1462.185 1301.299 1463.833 1338.008
70 1522.188 1467.495 1296.267 1433.62 1339.619
71.25 1522.979 1461.308 1293.328 1418.038 1341.678
72.5 1516.932 1453.345 1284.303 1402.114 1335.638
73.75 1504.75 1454.835 1279.441 1399.64 1330.226
75 1544.44 1513.056 1332.418 1467.212 1361.686
76.25 1703.417 1660.833 1525.936 1607.166 1509.464
77.5 1788.437 1741.867 1653.026 1671.858 1597.942
78.75 1729.362 1700.333 1569.551 1626.756 1562.738
80 1705.97 1707.218 1472.918 1624.213 1574.348
81.25 1973.269 2136.192 1699.409 1944.209 1930.773
82.5 2773.651 2948.153 2411.874 2693.493 2735.628
83.75 3481.521 3711.079 3200.432 3392.179 3506.635
85 3753.711 3977.148 3621.088 3649.619 3822.955
86.25 3522.052 3663.206 3486.471 3379.49 3545.638
87.5 3067.257 3135.325 2939.061 2890.828 3018.176
88.75 2818.189 2898.981 2641.842 2608.877 2748.101
90 2865.014 2971.804 2804.014 2652.505 2832.073
91.25 3048.499 3205.751 3147.627 2831.262 3058.268
92.5 3278.882 3447.22 3432.022 3041.387 3290.758
93.75 3527.4 3595.172 3563.845 3266.664 3414.695
95 3730.575 3708.486 3534.579 3491.631 3447.166
96.25 3923.421 3874.452 3453.148 3706.388 3486.91
97.5 4197.327 4196.727 3486.19 4033.463 3715.806
98.75 4494.482 4489.683 3711.929 4279.478 3973.108
100 4596.999 4608.241 3831.348 4307.896 4063.9
101.25 4405.624 4434.503 3650.222 4129.519 3909.304
102.5 3990.821 4045.013 3280.713 3767.973 3571.871
103.75 3439.658 3591.694 2843.845 3326.5 3134.861
105 2966.536 3210.9 2464.202 2968.469 2752.516
106.25 2696.287 2936.538 2210.927 2710.817 2465.856
107.5 2476.883 2714.408 1994.985 2488.791 2240.592
