YA315_LIGHT 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
13.75 2205.233 2005.493 2293.876 2067.173 2342.029 2380.1 2361.731 2011.642 2507.533 2290.615 2603.399 2027.506 2229.026 2485.622 2542.707
15 2190.154 2005.809 2283.472 2059.799 2341.859 2368.148 2362.968 2002.92 2500.906 2283.116 2600.489 2013.781 2232.4 2463.972 2562.04
16.25 2198.693 2003.969 2291.636 2053.074 2338.694 2356.391 2352.88 2007.104 2501.317 2276.926 2587.433 2000.756 2221.337 2435.219 2548.509
17.5 2207.981 1994.515 2304.734 2056.861 2329.788 2355.195 2358.321 2005.762 2514.145 2261.097 2573.029 1995.154 2208.675 2425.057 2524.373
18.75 2223.143 2002.261 2301.217 2062.067 2336.141 2343.621 2365.052 2009.66 2519.924 2261.594 2569.806 1996.526 2205.621 2428.345 2514.304
20 2245.898 2006.67 2303.22 2068.937 2342.478 2339.537 2382.976 2016.065 2526.232 2286.082 2576.944 2010.681 2219.373 2446.796 2534.339
21.25 2257.627 2026.096 2304.956 2081.695 2347.053 2356.863 2391.315 2014.133 2529.738 2302.594 2584.432 2032.162 2242.021 2461.681 2552.44
22.5 2261.215 2050.608 2318.399 2092.902 2356.802 2370.04 2389.541 2021.955 2539.278 2307.078 2607.531 2057.803 2269.427 2476.746 2550.845
23.75 2283.144 2081.064 2358.483 2105.699 2406.915 2411.05 2405.056 2043.288 2572.947 2321.578 2639.553 2071.012 2297.452 2499.688 2561.258
25 2309.15 2106.316 2395.363 2153.64 2450.02 2458.541 2440.565 2079.193 2624.864 2365.142 2666.064 2093.668 2305.942 2532.702 2607.948
26.25 2309.426 2117.042 2414.301 2184.515 2471.621 2468.507 2469.205 2098.143 2637.849 2399.613 2681.151 2089.778 2308.088 2535.988 2632.892
27.5 2311.293 2115.321 2415.523 2188.346 2467.705 2460.594 2494.37 2091.977 2640.819 2393.479 2699.78 2084.614 2321.834 2551.586 2648.195
28.75 2328.071 2122.57 2419.324 2199.997 2491.379 2477.443 2513.158 2090.981 2665.383 2400.6 2725.34 2106.912 2361.295 2604.203 2679.291
30 2347.905 2144.498 2438.166 2215.462 2512.469 2518.692 2518.907 2116.678 2698.055 2425.668 2739.514 2116.852 2387.254 2649.584 2710.437
31.25 2351.138 2143.581 2437.032 2216.707 2478.905 2522.63 2514.116 2126.732 2688.426 2436.134 2716.288 2117.13 2375.418 2644.246 2686.127
32.5 2335.856 2130.122 2430.349 2205.447 2470.201 2499.722 2516.228 2121.554 2666.735 2403.185 2711.23 2104.455 2360.035 2599.941 2645.863
33.75 2347.01 2144.678 2437.29 2210.675 2495.577 2494.616 2530.309 2139.708 2666.006 2396.511 2720.159 2106.702 2363.548 2595.248 2651.618
35 2343.087 2135.847 2424.5 2218.778 2489.194 2489.133 2519.329 2131.625 2661.895 2402.31 2703.381 2099.923 2356.72 2578.474 2637.416
36.25 2243.618 2043.025 2316.236 2112.334 2380.815 2364.341 2410.142 2028.749 2555.191 2300.778 2584.146 2002.335 2253.033 2460.165 2513.388
37.5 2051.51 1870 2121.866 1946.3 2191.014 2171.272 2200.895 1854.207 2343.577 2122.326 2349.872 1837.37 2060.397 2268.179 2306.246
38.75 1905.246 1710.559 1955.724 1799.6 2018.371 2017.545 2034.494 1714.857 2173.082 1974.15 2152.334 1698.657 1902.174 2111.437 2122.143
40 1826.339 1625.978 1873.299 1718.437 1925.921 1931.751 1944.304 1631.154 2083.164 1898.989 2043.523 1610.964 1821.741 2031.524 2032.911
41.25 1789.37 1590.885 1838.497 1669.737 1877.267 1881.706 1890.226 1581.877 2020.323 1847.887 2007.785 1572.209 1782.248 1982.071 1986.146
42.5 1773.832 1589.087 1819.506 1649.434 1861.712 1860.603 1878.556 1565.415 2004.385 1825.789 2012.465 1562.617 1758.662 1965.147 1963.352
43.75 1768.159 1591.785 1802.817 1642.317 1857.068 1854.357 1881.136 1571.199 2001.922 1819.625 2008.924 1560.697 1751.062 1946.391 1949.624
45 1781.552 1590.611 1806.292 1650.318 1869.571 1854.961 1878.792 1580.053 2012.509 1834.213 1996.376 1562.234 1765.407 1939.733 1964.414
46.25 1809.686 1610.929 1846.274 1688.523 1893.69 1872.093 1899.402 1609.351 2031.788 1865.365 2043.969 1600.323 1814.481 1997.283 2003.504
47.5 1872.299 1693.253 1944.757 1781.821 1984.318 1947.161 1968.269 1681.037 2112.551 1933.886 2152.879 1684.06 1906.392 2099.634 2099.158
48.75 1982.047 1801.176 2060.149 1883.65 2099.733 2052 2085.602 1769.186 2247.381 2045.328 2277.217 1774.917 2008.891 2199.704 2217.629
50 2076.985 1869.887 2136.58 1953.932 2177.914 2138.262 2176.991 1847.556 2340.182 2136.241 2358.894 1856.946 2078.642 2265.526 2305.061
51.25 2137.751 1917.984 2172.941 2010.373 2215.643 2214.818 2238.728 1875.244 2415.621 2180.398 2400.263 1892.309 2116.992 2328.611 2356.162
52.5 2170.605 1945.644 2184.102 2024.78 2244.019 2244.884 2257.553 1893.201 2430.49 2215.679 2447.408 1910.077 2133.185 2368.879 2370.698
53.75 2182.231 1988.157 2234.935 2040.463 2286.375 2262.313 2265.795 1947.871 2435.141 2238.036 2536.474 1966.127 2181.064 2419.293 2445.548
55 2153.742 2002.178 2256.001 2028.035 2288.379 2265.021 2279.77 1963.645 2435.009 2210.783 2554.219 1997.637 2198.532 2438.917 2510.112
56.25 2042.008 1902.852 2132.439 1923.458 2173.117 2151.786 2166.717 1867.943 2318.025 2095.471 2431.282 1894.404 2092.328 2328.89 2404.029
57.5 1872.075 1751.926 1958.209 1762.776 1997.259 1971.26 1976.286 1724.867 2126.665 1936.438 2273.07 1745.432 1926.908 2158.026 2204.914
58.75 1747.602 1637.447 1827.576 1639.736 1867.822 1838.301 1844.082 1627.736 1972.006 1794.018 2153.456 1641.096 1798.95 2028.097 2059.904
60 1670.639 1552.585 1730.162 1554.401 1781.354 1733.954 1753.331 1541.197 1873.178 1688.467 2042.883 1562.514 1716.986 1932.507 1952.741
61.25 1623.49 1495.289 1666.299 1517.802 1712.124 1682.022 1689.622 1479.67 1804.512 1633.466 1938.221 1494.445 1648.966 1844.193 1875.333
62.5 1571.518 1450.365 1614.753 1476.774 1657.005 1629.899 1641.826 1428.092 1760.719 1605.335 1860.818 1440.034 1589.577 1776.011 1804.727
63.75 1536.605 1406.083 1567.006 1431.523 1610.669 1585.678 1590.027 1384.486 1731.133 1565.356 1806.716 1394.486 1546.26 1729.675 1746.082
65 1501.259 1367.809 1525.128 1394.841 1586.88 1538.489 1569.853 1346.609 1704.797 1523.4 1753.651 1347.033 1501.02 1683.106 1691.668
66.25 1474.657 1336.352 1502.033 1372.661 1555.824 1509.961 1551.077 1312.209 1671.503 1506.795 1704.833 1306.241 1460.705 1638.37 1633.688
67.5 1454.134 1315.356 1471.914 1356.657 1521.509 1497.748 1544.742 1295.625 1645.552 1487.638 1661.031 1275.669 1437.552 1603.069 1591.584
68.75 1445.541 1291.847 1448.272 1341.811 1496.255 1485.1 1525.439 1272.962 1619.009 1471.638 1605.586 1242.623 1412.302 1567.301 1555.366
70 1432.648 1269.896 1426.888 1324.622 1486.318 1461.041 1503.147 1247.517 1597.779 1454.15 1556.391 1217.006 1391.032 1524.961 1522.575
71.25 1415.814 1253.537 1400.792 1307.583 1472.581 1438.428 1483.362 1223.874 1578.212 1447.17 1525.957 1198.008 1368.594 1512.336 1498.99
72.5 1402.906 1244.174 1389.65 1296.441 1447.432 1424.034 1473.981 1214.333 1566.615 1436.804 1510.273 1194.213 1359.297 1521.461 1478.564
73.75 1421.316 1254.57 1433.938 1316.362 1463.31 1433.481 1492.55 1223.184 1604.906 1452.891 1540.251 1222.856 1392.379 1539.112 1509.263
75 1502.272 1335.484 1533.287 1387.246 1551.145 1508.242 1579.56 1284.671 1711.123 1532.344 1639.35 1296.583 1476.301 1614.661 1599.777
76.25 1609.74 1420.157 1626.454 1496.353 1658.545 1615.16 1690.72 1382.304 1829.938 1655.27 1758.416 1374.738 1562.061 1713.578 1694.669
77.5 1648.508 1441.783 1652.942 1543.144 1687.172 1659.484 1710.849 1412.611 1856.908 1690.465 1795.119 1387.374 1583.553 1739.445 1725.703
78.75 1621.697 1416.258 1654.513 1519.38 1670.287 1635.013 1695.779 1388.471 1836.001 1655.371 1765.166 1373.028 1580.012 1720.698 1720.981
80 1629.682 1442.904 1777.975 1510.079 1712.162 1618.626 1701.96 1394.244 1860.205 1703.271 1801.028 1442.206 1700.97 1777.965 1796.133
81.25 1953.432 1773.697 2233.589 1777.924 2132.321 1845.551 2006.528 1605.776 2190.66 2034.077 2178.239 1823.437 2207.586 2164.182 2211.422
82.5 2862.831 2584.348 3065.912 2596.361 3040.512 2704.383 2861.954 2325.569 3155.109 2955.459 3071.8 2614.613 3100.35 3074.983 3070.551
83.75 3930.88 3514.912 4017.139 3633.47 4134.408 3911.967 3987.896 3202.885 4300.212 4061.619 4129.372 3455.717 4038.697 4087.792 4070.98
85 4654.683 4083.696 4605.17 4337.796 4745.619 4738.187 4736.991 3773.344 4937.558 4768.177 4725.325 3957.2 4514.884 4729.744 4644.758
86.25 4655.131 4011.705 4525.964 4323.69 4592.128 4727.02 4643.295 3768.635 4763.159 4764.266 4576.914 3860.687 4321.685 4609.105 4510.689
87.5 3959.927 3384.516 3920.938 3719.948 3842.623 3964.452 3850.252 3208.958 3911.023 4011.56 3841.636 3242.575 3581.028 3856.715 3790.878
88.75 3213.347 2683.983 3155.961 2955.645 3057.237 3120.803 3027.542 2507.691 3143.546 3210.808 3057.269 2583.357 2911.181 3085.258 3037.222
90 2986.202 2482.981 2886.559 2732.235 2925.479 2891.085 2862.519 2231.615 2981.415 2980.959 2842.866 2421.21 2850.918 2885.857 2835.298
91.25 3368.916 2766.549 3171.932 3036.01 3292.32 3239.247 3197.051 2437.17 3254.82 3409.253 3094.393 2722.139 3198.982 3169.81 3051.195
92.5 3786.95 3035.54 3526.973 3354.255 3623.617 3570.381 3490.586 2676.483 3523.377 3826.021 3388.993 2990.682 3492.245 3450.461 3321.144
93.75 3885.04 3122.233 3654.937 3405.012 3709.978 3664.253 3588.979 2803.993 3674.865 3950.497 3526.892 3079.374 3551.343 3584.816 3475.664
95 3752.473 3145.379 3581.584 3347.017 3656.325 3624.619 3601.946 2882.055 3841.769 3858.859 3661.387 3050.018 3519.437 3617.932 3604.412
96.25 3712.558 3207.269 3601.142 3402.265 3683.207 3638.815 3668.582 2992.568 4039.02 3769.725 3843.184 3078.465 3548.781 3740.025 3741.275
97.5 3840.387 3399.73 3774.004 3532.149 3830.315 3810.489 3893.214 3191.778 4275.003 3874.142 4096.34 3208.552 3709.106 3997.075 3938.895
98.75 4012.69 3518.635 3990.258 3689.703 4059.612 4022.91 4120.033 3385.626 4488.305 4097.799 4306.414 3336.36 3874.521 4223.496 4133.015
100 4061.125 3536.559 4060.087 3767.285 4160.569 4127.891 4212.057 3488.721 4605.265 4214.691 4319.783 3371.025 3947.791 4311.742 4207.483
101.25 3972.806 3454.373 3993.73 3713.163 4101.097 4048.585 4143.451 3410.499 4469.653 4126.757 4180.713 3282.947 3886.445 4247.127 4126.246
102.5 3763.188 3233.536 3741.307 3530.775 3840.743 3803.874 3891.742 3186.067 4109.122 3880.988 3876.878 3044.56 3627.886 3977.248 3829.015
103.75 3405.642 2875.895 3335.303 3180.38 3413.009 3396.297 3453.773 2825.396 3658.747 3490.338 3425.122 2692.715 3233.028 3538.493 3363.659
105 3093.08 2637.005 3041.871 2870.094 3080.086 3051.141 3116.5 2539.19 3346.271 3171.36 3108.512 2435.467 2959.17 3210.249 3028.719
106.25 2960.765 2554.896 2926.155 2734.338 2930.657 2865.191 2951.491 2406.389 3190.87 3026.784 2964.396 2322.536 2827.591 3072.526 2862.691
107.5 2863.915 2463.163 2827.485 2630.812 2813.279 2740.614 2816.459 2307.8 3051.757 2915.463 2823.312 2227.312 2723.844 2943.449 2724.82
