AD620_LIGHT 1 2 3 4 5
angle -5.611 -3.392 -3.471 -4.945 -4.308
whole 319.481 318.259 317.573 319.395 318.274
RPEtoOLM 67.572 66.936 66.92 67.128 67.061
RNFL 37.646 36.221 36.953 36.884 36.595
-3.75 565.57 715.839 563.281 858.299 573.254
-2.5 648.268 852.356 766.485 955.607 847.811
-1.25 1152.498 1419.91 1303.301 1451.337 1378.39
0 1767.635 2165.494 1892.955 2120.203 2038.213
1.25 2370.148 2888.162 2545.714 2809.996 2719.54
2.5 2796.468 3356.312 2948.193 3237.014 3180.21
3.75 2985.232 3549.556 3148.056 3449.765 3383.934
5 3057.742 3632.877 3226.898 3537.476 3488.833
6.25 3065.873 3690.855 3239.701 3594.821 3547.35
7.5 3026.517 3645.782 3187.202 3572.546 3512.088
8.75 2891.161 3473.407 3027.047 3427.337 3347.763
10 2647.349 3125.325 2727.455 3122.394 3012.551
11.25 2451.753 2877.873 2499.643 2887.542 2765.586
12.5 2346.354 2758.917 2394.324 2779.603 2647.773
13.75 2303.567 2701.468 2360.355 2734.642 2598.354
15 2296.923 2670.924 2339.13 2713.918 2570.366
16.25 2312.374 2681.062 2337.834 2735.75 2577.753
17.5 2339.556 2708.598 2359.211 2773.502 2613.779
18.75 2352.829 2741.355 2385.36 2790.311 2641.211
20 2366.994 2764.185 2420.097 2784.068 2650.672
21.25 2375.013 2780.881 2442.168 2813.785 2675.08
22.5 2366.17 2775.312 2431.873 2821.432 2681.093
23.75 2356.488 2748.079 2407.753 2808.342 2650.151
25 2344.32 2727.815 2383.333 2775.957 2634.5
26.25 2355.912 2746.365 2414.254 2771.68 2646.535
27.5 2377.424 2776.311 2454.52 2794.717 2691.333
28.75 2378.911 2776.797 2469.47 2812.157 2717.456
30 2373.117 2795.803 2475.723 2836.096 2731.549
31.25 2396.374 2846.722 2504.833 2886.487 2754.712
32.5 2418.674 2870.077 2511.577 2908.435 2751.04
33.75 2418.323 2871.282 2513.978 2896.842 2752.934
35 2383.638 2827.137 2487.879 2853.036 2727.646
36.25 2286.387 2698.243 2390.998 2739.474 2609.642
37.5 2113.078 2495.948 2220.52 2539.743 2424.544
38.75 1949.697 2290.801 2048.688 2345.052 2241.641
40 1851.589 2170.92 1944.644 2222.546 2125.275
41.25 1817.951 2131.384 1914.906 2193.321 2076.187
42.5 1820.176 2113.51 1905.193 2204.118 2070.64
43.75 1836.253 2107.005 1906.614 2198.998 2078.182
45 1862.062 2154.988 1935.944 2218.416 2105.285
46.25 1917.297 2211.206 1994.542 2282.408 2167.359
47.5 2003.601 2301.398 2096.106 2393.477 2264.725
48.75 2088.029 2417.78 2193.837 2493.516 2370.967
50 2138.375 2499.463 2246.743 2551.707 2460.702
51.25 2187.72 2535.215 2298.964 2621.05 2513.5
52.5 2245.692 2592.2 2374.795 2700.501 2562.758
53.75 2294.866 2640.027 2419.018 2765.604 2595.541
55 2303.173 2610.471 2407.146 2760.309 2577.754
56.25 2254.126 2514.929 2333.682 2686.64 2506.503
57.5 2151.786 2379.15 2213.437 2566.065 2378.031
58.75 2083.125 2302.575 2133.498 2484.292 2280.663
60 2045.475 2209.153 2058.585 2426.663 2197.571
61.25 2004.481 2116.786 1984.299 2364.627 2116.669
62.5 1947.709 2025.891 1924.511 2294.65 2038.561
63.75 1892.845 1957.758 1856.16 2208.526 1962.809
65 1845.59 1893.536 1776.843 2130.668 1900.088
66.25 1769.322 1824.23 1719.088 2048.811 1840.249
67.5 1652.752 1759.419 1664.827 1949.586 1768.866
68.75 1521.372 1715.791 1613.511 1855.256 1710.427
70 1442.048 1683.841 1569.719 1787.412 1669.971
71.25 1430.857 1662.582 1557.184 1754.612 1671.763
72.5 1466.576 1698.199 1587.469 1799.567 1711.621
73.75 1530.878 1776.937 1659.853 1875.247 1797.361
75 1623.378 1946.18 1784.353 2018.617 1930.415
76.25 1731.654 2099.964 1930.727 2176.094 2069.583
77.5 1789.373 2156.838 1994.218 2235.978 2136.111
78.75 1742.829 2108.152 1939.529 2183.963 2090.459
80 1674.4 2046.028 1861.713 2105.591 2014.455
81.25 1791.168 2196.091 1972.034 2232.033 2148.859
82.5 2225.833 2828.51 2525.4 2793.9 2787.549
83.75 2807.293 3664.15 3356.646 3590.362 3643.44
85 3174.942 4254.484 3960.735 4133.949 4235.741
86.25 3152.945 4295.259 4073.379 4149.715 4299.777
87.5 2869.105 3949.237 3740.348 3748.759 3940.223
88.75 2573.72 3578.934 3351.184 3356.288 3560.755
90 2434.93 3479.91 3176.571 3183.425 3437.53
91.25 2454.053 3491.833 3143.649 3173.459 3447.898
92.5 2618.132 3564.037 3200.073 3327.15 3505.151
93.75 2850.016 3698.589 3318.018 3577.667 3631.095
95 3072.872 3822.015 3439.183 3831.841 3793.838
96.25 3361.982 3999.4 3598.534 4103.738 4012.336
97.5 3682.586 4295.221 3905.937 4474.61 4325.642
98.75 3899.46 4536.45 4204.619 4761.762 4590.622
100 3904.383 4566.964 4287.942 4828.691 4643.791
101.25 3719.972 4382.107 4161.428 4665.058 4484.109
102.5 3398.274 4054.291 3848.225 4309.06 4120.064
103.75 3016.166 3610.334 3418.654 3852.499 3652.067
105 2692.137 3190.448 3008.691 3447.146 3249.533
106.25 2453.322 2907.645 2711.773 3166.361 2979.08
107.5 2294.147 2704.471 2515.224 2958.224 2788.691
