CO952_LIGHT 1 2 3 4 5
angle -4.009 -2.522 -5.222 -5.181 -3.151
whole 334.555 332.676 335.537 333.87 332.99
RPEtoOLM 68.238 68.159 68.882 68.367 66.577
RNFL 49.996 50.575 50.039 48.905 50.562
-3.75 392.221 535.47 571.583 597.943 561.432
-2.5 541.724 703.524 739.537 649.635 730.293
-1.25 977.489 1258.86 1110.543 970.342 1189.399
0 1497.544 1934.914 1648.427 1523.919 1827.196
1.25 2118.234 2810.57 2311.116 2130.456 2656.499
2.5 2244.27 2990.075 2443.519 2264.816 2833.083
3.75 2450.653 3284.186 2670.92 2474.148 3013.735
5 2580.728 3463.499 2786.254 2578.658 3181.874
6.25 2621.746 3503.563 2829.668 2608.269 3221.57
7.5 2553.112 3415.875 2778.976 2580.856 3159.171
8.75 2446.284 3251.755 2669.407 2477.155 3031.239
10 2224.099 2951.667 2422.159 2282.348 2756.981
11.25 2063.761 2742.441 2254.456 2155.023 2565.625
12.5 1958.101 2595.482 2141.714 2060.226 2428.771
13.75 1902.054 2519.066 2085.636 1995.591 2363.605
15 1876.122 2487.95 2068.056 1968.905 2335.05
16.25 1878.631 2482.671 2066.089 1963.271 2332.079
17.5 1889.031 2489.184 2074.346 1955.794 2336.923
18.75 1898.453 2490.682 2071.008 1956.934 2343.524
20 1901.445 2490.769 2056.393 1956.303 2360.532
21.25 1894.539 2501.91 2045.883 1955.599 2383.144
22.5 1880.264 2506.305 2045.069 1968.318 2395.936
23.75 1860.696 2503.087 2044.653 1971.582 2399.841
25 1854.795 2507.94 2041.974 1967.425 2394.437
26.25 1884.117 2530.999 2064.083 1987.43 2398.808
27.5 1915.088 2553.533 2085.943 2017.663 2424.524
28.75 1933.66 2574.314 2091.184 2033.253 2454.024
30 1947.465 2600.992 2109.216 2047.002 2466.071
31.25 1950.53 2620.342 2125.285 2054.366 2462.833
32.5 1942.908 2632.16 2120.284 2051.055 2458.01
33.75 1933.276 2615.331 2115.732 2039.348 2451.982
35 1899.809 2564.912 2085.845 2000.53 2416.983
36.25 1823.33 2471.472 1993.436 1921.358 2338.89
37.5 1715.234 2335.251 1865.011 1815.346 2226.338
38.75 1608.008 2183.083 1746.555 1705.193 2092.151
40 1526.085 2077.786 1668.481 1623.237 1987.352
41.25 1475.5 2009.99 1617.322 1578.82 1922.688
42.5 1463.013 1970.534 1599.691 1563.809 1897.479
43.75 1467.377 1974.875 1603.094 1564.26 1899.887
45 1479.09 2005.102 1635.971 1590.457 1923.73
46.25 1517.442 2065.981 1700.612 1644.207 1979.856
47.5 1574.273 2137.279 1767.429 1706.203 2065.73
48.75 1622.582 2193.091 1821.296 1757.87 2129.714
50 1679.241 2250.981 1863.397 1808.595 2183.151
51.25 1739.408 2312.031 1892.111 1855.602 2238.421
52.5 1770.174 2348.321 1919.759 1890.482 2258.946
53.75 1767.147 2355.679 1940.406 1904.944 2255.119
55 1748.107 2325.939 1940.365 1894.229 2228.89
56.25 1719.812 2256.539 1904.789 1860.944 2171.496
57.5 1670.315 2175.639 1840.222 1821.047 2108.325
58.75 1602.893 2093.847 1773.066 1774.22 2031.773
60 1546.237 2007.628 1708.347 1727.322 1953.801
61.25 1488.897 1934.073 1644.933 1686.298 1882.243
62.5 1430.843 1856.382 1570.388 1643.436 1807.692
63.75 1353.55 1768.338 1494.348 1572.436 1729.06
65 1279.626 1686.266 1413.585 1471.549 1653.093
66.25 1209.959 1619.792 1331.112 1363 1568.432
67.5 1147.91 1570.119 1261.658 1279.432 1510.293
68.75 1108.097 1538.865 1217.035 1232.723 1469.57
70 1084.137 1515.986 1190.097 1218.107 1449.167
71.25 1069.604 1498.422 1184.84 1205.968 1435.702
72.5 1061.397 1490.195 1185.494 1188.436 1420.92
73.75 1068.953 1502.578 1187.085 1183.885 1441.826
75 1116.234 1590.272 1257.985 1255.735 1546.414
76.25 1274.061 1783.034 1408.128 1422.599 1720.119
77.5 1368.301 1895.988 1495.725 1498.056 1804.583
78.75 1306.575 1829.351 1433.937 1432.279 1759.848
80 1214.235 1750.205 1342.103 1355.217 1786.383
81.25 1297.376 1939.84 1434.456 1493.596 2069.97
82.5 1652.424 2503.901 1830.059 1896.168 2607.435
83.75 2097.765 3137.298 2301.222 2354.928 3086.802
85 2391.774 3524.555 2588.853 2606.97 3388.022
86.25 2370.312 3525.742 2551.356 2554.513 3427.578
87.5 2119.431 3201.169 2275.904 2287.181 3193.389
88.75 1867.785 2821.457 2013.093 2064.832 2873.942
90 1832.533 2724.357 1968.001 2039.55 2764.616
91.25 1989.018 2940.136 2128.646 2205.06 2970.616
92.5 2229.053 3285.309 2383.781 2446.249 3286.424
93.75 2432.254 3591.554 2609.553 2671.333 3546.594
95 2530.297 3729.971 2748.532 2836.702 3685.187
96.25 2602.043 3807.551 2896.666 3032.466 3755.3
97.5 2771.098 3996.743 3124.555 3313.892 3861.02
98.75 2985.395 4219.96 3338.193 3502.04 4012.738
100 3084.881 4337.653 3386.006 3520.276 4097.05
101.25 2990.771 4214.028 3257.752 3398.041 4015.611
102.5 2769.99 3920.861 3026.787 3164.81 3773.003
103.75 2480.021 3526.086 2686.333 2852.357 3420.822
105 2159.474 3082.094 2322.772 2535.661 3028.696
106.25 1919.702 2747.954 2078.571 2316.541 2699.197
107.5 1792.99 2566.284 1949.416 2176.055 2477.846
