YA209_DARK 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
21.25 1807.118 2086.708 2403.969 2343.088 2259.477 2191.006 2075.795 2392.207 1889.198 1829.929 1680.335 2151.206 2244.988 2244.698 2186.959
22.5 1800.027 2088.475 2393.827 2357.704 2256 2182.228 2068.331 2376.884 1888.472 1823.273 1667.185 2153.547 2236.452 2241.623 2185.872
23.75 1815.021 2112.335 2415.278 2384.877 2276.174 2199.251 2089.286 2387.924 1913.03 1837.419 1686.656 2181.237 2259.514 2272.526 2216.079
25 1847.001 2155.224 2455.146 2419.438 2326.111 2244.739 2124.526 2430.842 1953.67 1868.129 1719.245 2213.994 2299.023 2316.405 2266.531
26.25 1877.615 2190.003 2486.958 2461.45 2361.01 2291.779 2147.496 2455.372 1981.338 1892.522 1743.543 2235.078 2334.415 2344.49 2305.085
27.5 1891.844 2205 2502.677 2474.392 2366.744 2311.455 2156.762 2460.935 1987.424 1906.986 1757.493 2248.324 2351.992 2346.987 2311.443
28.75 1899.616 2213.185 2525.88 2478.512 2374.342 2320.288 2158.642 2476.768 1983.675 1925.333 1759.311 2258.16 2359.956 2345.177 2314.791
30 1912.756 2229.435 2551.417 2493.982 2390.728 2340.984 2168.863 2499.384 1991.68 1938.98 1768.717 2269.18 2371.039 2363.704 2325
31.25 1924.792 2236.163 2569.731 2495.35 2402.745 2345.747 2176.971 2503.653 2008.465 1947.119 1775.207 2276.992 2373.738 2370.822 2331.42
32.5 1926.896 2235.272 2571.531 2501.047 2403.984 2337.179 2187.675 2495.933 2022.221 1948.166 1779.462 2279.062 2372.674 2370.072 2331.119
33.75 1923.719 2244.304 2569.784 2481.542 2405.308 2334.486 2192.035 2507.513 2017.428 1947.27 1781.974 2270.881 2364.216 2359.298 2333.468
35 1895.104 2220.213 2527.626 2431.333 2366.776 2293.733 2155.217 2477.284 1981.82 1914.112 1752.595 2226.325 2322.85 2323.829 2297.373
36.25 1808.954 2119.097 2415.188 2329.121 2255.947 2189.022 2065.489 2367.564 1894.609 1828.189 1683.357 2126.939 2224.934 2223.456 2183.787
37.5 1688.601 1969.55 2253.319 2202.619 2103.434 2043.177 1923.034 2214.209 1764.95 1700.312 1560.213 1996.106 2078.386 2071.004 2027.349
38.75 1572.136 1838.335 2107.553 2073.62 1980.202 1913.41 1792.136 2068.479 1645.018 1588.598 1453.484 1880.497 1946.169 1935.186 1900.802
40 1495.293 1756.871 2012.877 1995.838 1888.134 1821.675 1717.312 1977.107 1569.777 1516.953 1382.671 1800.935 1857.21 1846.935 1815.397
41.25 1459.8 1720.854 1974.183 1957.877 1840.333 1774.988 1680.924 1934.086 1538.682 1478.881 1354.144 1758.953 1815.985 1803.253 1770.096
42.5 1452.298 1709.1 1968.194 1944.396 1825.888 1757.795 1666.051 1918.334 1528.121 1461.595 1346.296 1739.634 1802.688 1785.696 1754.286
43.75 1455.342 1702.39 1967.735 1943.714 1824.434 1753.998 1660.391 1918.438 1525.138 1453.098 1345.954 1734.087 1796.58 1782.355 1747.295
45 1458.226 1711.487 1970.425 1959.215 1827.496 1759.575 1664.389 1927.119 1532.603 1454.671 1354.729 1742.06 1800.679 1787.676 1747.326
46.25 1468.965 1730.885 1984.64 2009.132 1840.577 1782.868 1693.814 1959.229 1550.425 1477.083 1387.388 1767.76 1819.14 1806.382 1770.403
47.5 1504.414 1782.232 2034.558 2082.895 1888.863 1842.182 1752.156 2022.982 1587.231 1522.239 1445.001 1813.454 1862.641 1861.214 1828.658
48.75 1571.803 1862.995 2125.587 2180.754 1973.863 1933.232 1834.659 2122.613 1658.495 1598.344 1512.084 1884.321 1944.132 1955.864 1922.475
50 1647.806 1964.841 2232.729 2262.623 2072.032 2028.023 1918.623 2226.852 1745.882 1686.66 1575.442 1966.099 2043.379 2056.612 2025.217
51.25 1711.122 2050.353 2318.555 2319.637 2154.104 2103.189 1976.638 2287.253 1819.771 1754.51 1625.101 2035.912 2126.231 2128.957 2097.434
52.5 1740.319 2090.753 2356.994 2330.034 2200.054 2140.851 2002.607 2305.073 1855.744 1785.108 1645.095 2063.838 2163.508 2149.705 2125.008
53.75 1721.965 2072.356 2337.163 2299.932 2185.574 2116.782 1983.215 2283.33 1840.297 1771.328 1631.136 2039.4 2140.537 2118.766 2096.039
55 1666.949 1998.109 2257.773 2221.85 2103.867 2045.171 1914.081 2215.439 1771.145 1714.771 1586.537 1960.343 2052.285 2041.049 2027.769
56.25 1562.843 1867.616 2122.304 2111.097 1967.794 1917.344 1803.44 2098.924 1657.168 1612.438 1507.771 1819.786 1912.117 1917.46 1913.171
57.5 1433.787 1705.076 1958.966 1978.447 1794.76 1760.515 1678.823 1956.584 1514.649 1481.537 1421.736 1654.96 1751.403 1768.312 1764.179
58.75 1297.053 1534.643 1773.709 1829.98 1590.528 1568.051 1542.735 1809.053 1357.294 1333.241 1337.359 1461.419 1568.966 1593.715 1589.274
60 1218.09 1436.007 1670.911 1746.302 1493.326 1466.909 1457.332 1714.128 1271.494 1250.712 1270.252 1368.433 1464.443 1492.073 1491.003
61.25 1178.55 1384.323 1623.909 1687.554 1452.534 1422.49 1404.879 1654.621 1231.871 1207.25 1227.083 1327.112 1417.675 1437.712 1441.35
62.5 1160.267 1361.569 1601.388 1646.587 1429.124 1398.756 1374.362 1619.038 1207.256 1184.766 1196.805 1321.211 1389.633 1404.455 1409.201
63.75 1143.48 1357.052 1584.124 1625.33 1414.443 1377.974 1351.424 1603.521 1198.445 1164.18 1168.85 1309.175 1377.243 1388.304 1390.699
65 1135.282 1346.866 1577.914 1617.177 1407.913 1365.734 1337.654 1579.808 1204.801 1156.364 1149.98 1306.239 1378.411 1382.437 1382.997
66.25 1132.294 1349.534 1572.547 1605.339 1417.657 1368.592 1332.035 1575.65 1202.006 1148.763 1131.536 1322.408 1380.458 1379.175 1373.282
67.5 1133.258 1354.521 1575.898 1591.141 1435.842 1368.905 1331.464 1569.756 1207.522 1147.29 1118.078 1335.467 1389.261 1378.042 1369.813
68.75 1138.932 1365.151 1584.451 1574.014 1446.818 1374.613 1330.44 1561.343 1227.915 1155.744 1096.428 1361.968 1408.7 1391.509 1368.226
70 1142.418 1375.713 1592.087 1544.553 1457.21 1385.12 1318.773 1550.707 1238.905 1156.773 1071.27 1374.506 1423.424 1396.766 1365.04
71.25 1133.343 1367.776 1582.728 1526.457 1460.765 1383.123 1301.572 1533.442 1232.569 1145.396 1059.146 1364.907 1414.241 1382.198 1351.629
72.5 1117.33 1355.775 1567.211 1516.107 1440.963 1372.128 1279.028 1502.099 1215.888 1131.869 1040.611 1351.267 1392.785 1360.095 1331.825
73.75 1097.408 1345.029 1551.569 1540.1 1424.824 1356.947 1258.199 1484.456 1198.528 1119.08 1035.487 1360.69 1379.038 1344.302 1314.356
75 1119.078 1375.551 1574.209 1609.62 1450.099 1378.74 1292.397 1526.17 1229.903 1135.409 1062.689 1407.694 1409.191 1363.484 1345.008
76.25 1222.887 1494.629 1693.598 1698.738 1557.661 1496.281 1393.435 1634.999 1330.527 1241.638 1161.798 1488.371 1518.639 1483.106 1471.047
77.5 1279.664 1553.757 1760.876 1708.483 1626.231 1562.443 1445.821 1705.217 1387.538 1299.396 1229.401 1518.379 1578.784 1554.511 1556.848
78.75 1242.182 1518.889 1724.238 1716.84 1594.909 1531.815 1410.535 1666.292 1354.578 1268.546 1187.779 1544.122 1546.319 1515.223 1514.426
80 1200.982 1483.5 1681.771 1831.548 1562.764 1514.069 1364.473 1632.824 1339.998 1229.517 1133.593 1683.655 1525.598 1464.559 1462.995
81.25 1292.851 1626.861 1793.428 2103.302 1697.328 1737.493 1475.617 1783.541 1533.931 1340.24 1214.495 1996.193 1701.583 1583.382 1638.851
82.5 1692.463 2126.725 2280.561 2485.683 2201.271 2355.109 1969.811 2330.181 2091.909 1812.372 1642.392 2424.274 2239.12 2115.19 2270.688
83.75 2261.697 2862.575 3007.666 2788.082 2906.864 3129.427 2674.595 3065.519 2774.405 2494.334 2254.868 2776.734 2928.029 2888.171 3145.863
85 2713.219 3410.354 3584.301 2901.725 3423.025 3700.737 3170.149 3587.125 3249.922 3020.846 2784.498 2938.439 3411.73 3498.878 3838.628
86.25 2804.593 3520.178 3687.977 2814.16 3537.457 3831.299 3219.144 3656.712 3319.235 3160.878 2947.436 2874.786 3520.268 3656.141 4062.807
87.5 2544.229 3173.903 3333.339 2572.855 3242.06 3494.768 2903.644 3312.303 2980.909 2875.858 2671.623 2645.135 3244.552 3343.971 3747.393
88.75 2186.557 2693.732 2853.796 2348.951 2793.124 2976.724 2532.001 2879.175 2539.377 2450.13 2258.8 2366.548 2789.981 2862.318 3173.247
90 2069.233 2527.308 2646.296 2226.268 2569.678 2817.574 2430.434 2711.637 2434.494 2261.086 2140.011 2194.193 2558.6 2641.138 2878.088
91.25 2184.058 2652.049 2724.947 2268.961 2644.188 3023.51 2582.974 2814.333 2622.499 2407.496 2334.772 2184.499 2637.889 2783.446 3203.756
92.5 2337.079 2851.239 2869.013 2496.681 2794.727 3279.298 2739.009 2960.439 2822.115 2644.041 2569.799 2286.967 2813.073 3030.659 3622.958
93.75 2449.01 3001.374 3017.497 2876.228 2948.39 3441.853 2815.254 3075.06 2915.725 2796.882 2685.348 2504.705 2989.537 3197.556 3876.844
95 2576.031 3158.485 3264.588 3325.543 3140.491 3467.044 2918.179 3271.519 2943.135 2838.187 2669.407 2846.28 3177.424 3280.659 3865.727
96.25 2767.91 3386.941 3619.517 3734.983 3423.915 3502.347 3127.819 3589.087 3059.886 2885.089 2689.735 3167.374 3419.963 3403.582 3759.734
97.5 2959.212 3623.9 3975.641 4034.402 3683.006 3586.99 3337.605 3842.103 3214.568 2974.51 2787.265 3453.034 3647.308 3564.871 3698.108
98.75 3081.244 3787.777 4183.382 4183.742 3878.544 3691.327 3466.748 4010.939 3337.019 3070.905 2886.307 3624.524 3793.876 3702.162 3716.242
100 3112.921 3837.324 4255.713 4205.973 3956.406 3728.798 3481.661 4064.517 3368.988 3128.75 2907.138 3688.959 3832.124 3760.341 3739.16
101.25 3027.82 3748.868 4181.231 4117.872 3908.085 3655.856 3398.403 3994.174 3300.564 3089.263 2855.697 3647.633 3741.962 3694.517 3685.001
102.5 2846.957 3559.498 3973.413 3930.964 3714.49 3478.024 3207.415 3786.206 3142.094 2934.443 2727.144 3489.029 3538.643 3500.56 3510.611
103.75 2606.129 3291.355 3648.63 3704.796 3414.228 3217.613 2966.97 3489.11 2902.869 2682.064 2523.71 3278.088 3252.292 3194.041 3200.893
105 2427.464 3064.597 3400.648 3526.014 3161.832 2988.118 2796.527 3280.681 2695.727 2461.45 2322.505 3098.163 3036.329 2937.667 2897.68
106.25 2377.057 2987.28 3316.674 3436.395 3070.332 2885.778 2747.263 3224.026 2617.973 2374.588 2245.406 2992.37 2959.199 2835.767 2748.509
107.5 2381.136 2987.76 3318.385 3426.397 3060.72 2869.691 2752.962 3232.661 2599.338 2360.995 2240.839 2964.049 2944.353 2820.945 2719.782
