YA714_LIGHT 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
8.75 3854.778 3572.343 3575.291 3088.173 3492.706 3846.959 3152.774 3789.575 3717.619 3664.541 3250.428 3074.517 3746.603 3995.553 3855.437
10 3225.494 3005.585 3065.48 2660.855 2948.565 3302.444 2607.932 3196.696 3207.779 3037.233 2723.629 2577.418 3229.284 3413.638 3276.225
11.25 2788.099 2614.926 2643.25 2290.01 2550.327 2838.337 2282.654 2756.134 2802.305 2609.207 2369.022 2276.975 2784.075 2967.561 2812.703
12.5 2600.208 2425.559 2437.121 2090.787 2365.8 2665.099 2126.109 2572.285 2627.843 2433.025 2205.836 2104.842 2518.02 2709.234 2579.99
13.75 2540.27 2372.749 2373.007 2024.304 2303.963 2610.74 2091.475 2503.6 2539.431 2389.785 2149.022 2043.687 2411.306 2610.201 2492.27
15 2532.006 2361.99 2355.245 1991.532 2282.665 2582.029 2072.164 2483.113 2511.404 2378.683 2136.016 2030.874 2369.107 2584.081 2456.85
16.25 2555.021 2379.439 2340.675 1982.997 2274.185 2582.409 2078.135 2482.332 2538.681 2381.15 2145.615 2040.191 2368.811 2591.023 2456.2
17.5 2583.798 2403.614 2357.911 1991.427 2297.126 2596.123 2088.798 2485.733 2567.81 2398.849 2162.864 2061.497 2374.488 2617.445 2466.122
18.75 2591.409 2414.038 2361.705 2006.291 2340.506 2617.262 2093.293 2504.9 2589.63 2422.643 2168.436 2063.745 2365.485 2621.887 2487.057
20 2585.123 2413.977 2376.911 2019.866 2356.408 2659.624 2099.607 2532.58 2600.847 2427.004 2165.676 2069.208 2350.996 2615.991 2492.166
21.25 2582.322 2427.494 2390.939 2029.547 2362.353 2670.564 2121.213 2553.661 2612.788 2429.852 2161.873 2082.352 2347.594 2627.163 2490.501
22.5 2587.412 2444.054 2401.755 2049.663 2367.856 2681.879 2138.818 2566.145 2602.606 2446.487 2184.4 2100.415 2362.073 2644.243 2491.491
23.75 2595.778 2442.812 2411.843 2085.082 2377.526 2689.023 2153.262 2573.235 2619.06 2456.647 2213.35 2115.601 2395.408 2657.348 2494.518
25 2605.677 2443.541 2451.717 2129.265 2387.905 2717.691 2181.912 2601.898 2619.144 2464.867 2227.396 2133.625 2404.032 2672.694 2510.057
26.25 2631.33 2467.349 2502.378 2149.088 2397.885 2742.168 2203.077 2626.664 2628.088 2487.663 2236.909 2147.777 2418.326 2678.233 2527.095
27.5 2642.522 2481.579 2533.839 2147.085 2400.032 2748.672 2211.592 2642.04 2664.684 2507.085 2243.886 2155.59 2419.624 2696.074 2542.497
28.75 2651.372 2478.798 2530.577 2149.135 2397.1 2758.971 2202.201 2649.372 2710.696 2498.253 2250.41 2170.35 2431.772 2712.138 2544.993
30 2653.075 2507.471 2525.42 2173.019 2405.615 2787.017 2212.272 2663.257 2737.154 2515.016 2272.504 2199.063 2449.95 2724.195 2554.6
31.25 2659.061 2521.487 2529.08 2174.659 2438.13 2792.094 2237.104 2670.879 2723.448 2517.664 2289.518 2209.893 2449.03 2736.966 2563.346
32.5 2668.853 2500.251 2520.217 2157.62 2440.462 2788.45 2245.937 2660.524 2703.871 2506.996 2278.908 2188.373 2422.121 2727.08 2539.945
33.75 2674.159 2475.517 2518.871 2165.28 2440.191 2814.88 2243.771 2650.401 2689.464 2483.962 2259.541 2174.903 2409.188 2694.024 2513.32
35 2632.207 2458.221 2510.881 2165.287 2427.876 2795.085 2229.521 2642.675 2671.876 2471.735 2239.25 2159.142 2401.528 2665.392 2487.382
36.25 2491.335 2344.558 2400.852 2077.969 2316.443 2654.126 2130.937 2524.708 2558.617 2362.106 2137.156 2075.725 2298.586 2551.649 2369.287
37.5 2300.221 2165.412 2224.931 1906.25 2134.418 2418.46 1949.006 2294.93 2361.001 2172.113 1967.682 1921.872 2123.861 2359.995 2179.687
38.75 2146.348 2009.811 2055.154 1771.593 1971.498 2231.593 1796.824 2130.226 2201.091 2012.609 1819.369 1778.945 1967.191 2174.991 2022.137
40 2038.107 1917.504 1960.127 1692.89 1859.497 2143.987 1717.099 2042.947 2104.09 1920.917 1729.54 1695.296 1862.911 2057.333 1929.084
41.25 1980.834 1862.987 1910.585 1648.812 1797.57 2094.824 1674.653 1981.884 2027.441 1865.321 1682.121 1642.153 1799.574 2002.262 1876.078
42.5 1954.864 1829.957 1879.403 1629.564 1793.393 2082.119 1660.572 1950.452 1989.49 1835.943 1658.639 1611.548 1760.648 1968.991 1840.932
43.75 1934.059 1815.997 1870.847 1618.622 1790.317 2079.205 1658.988 1948.74 1970.546 1823.233 1649.921 1596.765 1746.468 1960.117 1823.658
45 1925.679 1819.657 1871.789 1617.003 1792.073 2080.229 1666.566 1955.249 1981.789 1825.536 1652.972 1600.774 1751.066 1977.475 1836.675
46.25 1976.25 1863.573 1901.404 1644.581 1831.041 2148.035 1700.953 2015.966 2041.758 1855.011 1691.666 1624.065 1772.787 2016.477 1885.167
47.5 2089.346 1963.039 1987.564 1718.379 1928.547 2285.434 1777.994 2110.244 2137.224 1923.877 1799.708 1695.525 1841.773 2092.261 1972.231
48.75 2185.521 2059.684 2098.887 1805.865 2027.329 2398.502 1863.083 2197.583 2243.233 2016.711 1893.164 1782.8 1936.118 2192.456 2056.711
50 2257.221 2148.52 2168.688 1877.057 2096.146 2466.43 1931.659 2278.467 2332.828 2109.57 1949.84 1854.269 2009.398 2289.587 2127.895
51.25 2315.437 2203.278 2226.132 1939.735 2144.596 2503.866 1986.695 2342.449 2403.763 2169.897 1990.764 1917.799 2065.262 2357.503 2195.791
52.5 2320.045 2213.408 2263.279 1976.098 2157.768 2530.477 2007.064 2372.122 2432.615 2193.807 2005.667 1958.127 2083.506 2372.927 2222.63
53.75 2303.626 2198.631 2249.86 1966.865 2148.33 2519.646 1982.334 2357.747 2433.32 2174.28 1988.14 1946.563 2064.053 2344.278 2191.007
55 2242.001 2135.748 2164.996 1901.467 2091.043 2435.371 1900.603 2270.05 2378.274 2100.636 1931.295 1875.97 1997.17 2276.181 2106.735
56.25 2101.82 2009.044 2022.853 1771.326 1968.081 2279.962 1769.206 2112.164 2225.981 1971.714 1806.98 1755.045 1863.324 2135.797 1976.916
57.5 1937.084 1849.222 1852.523 1612.263 1834.719 2117.382 1602.265 1941.787 2026.693 1788.257 1657.147 1602.798 1695.3 1961.563 1822.526
58.75 1816.988 1733.974 1690.002 1470.095 1718.227 1993.986 1465.103 1817.358 1894.828 1633.115 1535.654 1469.381 1554.127 1794.763 1673.787
60 1728.293 1651.968 1597.192 1395.13 1639.951 1911.944 1404.061 1731.03 1806.632 1551.039 1467.989 1383.718 1471.773 1707.663 1579.878
61.25 1665.317 1591.826 1537.917 1346.858 1581.786 1847.008 1369.517 1672 1752.099 1525.625 1426.849 1332.494 1418.485 1648.895 1528.474
62.5 1621.718 1566.122 1509.809 1301.241 1549.845 1807.018 1324.336 1627.113 1706.603 1488.513 1382.517 1304.874 1382.688 1611.393 1488.851
63.75 1585.763 1532.48 1488.089 1285.098 1522.366 1759.349 1291.171 1591.024 1661.422 1461.282 1356.337 1290.66 1366.286 1593.062 1466.472
65 1553.639 1501.123 1477.714 1278.889 1489.273 1699.962 1289.15 1564.598 1638.415 1440.748 1336.561 1272.796 1356.351 1570.313 1451.847
66.25 1536.786 1472.976 1467.313 1277.363 1463.985 1661.914 1280.812 1532.562 1607.327 1403.978 1312.319 1263.152 1336.767 1537.015 1434.421
67.5 1511.349 1445.233 1450.391 1276.309 1433.85 1636.706 1268.316 1507.781 1583.954 1394.242 1295.204 1258.653 1319.924 1517.186 1413.788
68.75 1478.734 1419.315 1452.546 1285.842 1404.342 1629.134 1276.439 1497.042 1568.25 1409.056 1287.414 1257.523 1318.965 1515.881 1410.356
70 1447.994 1390.607 1451.55 1295.965 1377.718 1597.47 1266.708 1494.812 1536.03 1390.381 1274.388 1254.571 1313.546 1498.166 1390.372
71.25 1434.634 1372.483 1436.39 1292.737 1352.032 1573.719 1279.939 1480.036 1515.588 1362.758 1252.355 1239.061 1302.88 1471.282 1368.239
72.5 1423.529 1351.482 1433.271 1274.21 1344.723 1530.51 1272.153 1452.918 1496.204 1338.33 1234.062 1224.854 1291.261 1456.506 1343.712
73.75 1424.346 1349.116 1432.782 1268.806 1350.637 1522.833 1264.052 1447.87 1493.14 1346.371 1239.214 1222.082 1283.035 1452.916 1335.15
75 1479.011 1416.583 1469.75 1301.474 1410.758 1585.465 1310.436 1494.191 1564.006 1395.687 1282.367 1258.833 1320.492 1493.02 1377.554
76.25 1613.135 1551.308 1588.476 1405.69 1534.804 1759.728 1416.82 1636.226 1705.86 1533.437 1403.482 1379.702 1429.895 1633.895 1522.504
77.5 1673.611 1610.478 1651.025 1470.156 1594.203 1848.872 1470.62 1704.621 1775.046 1605.558 1461.597 1448.626 1494.154 1705.3 1592.127
78.75 1618.779 1555.489 1610.245 1426.505 1530.091 1789.46 1424.205 1642.534 1708.037 1554.116 1407.406 1395.296 1445.03 1650.431 1528.2
80 1549.66 1479.162 1553.716 1375.749 1450.147 1688.298 1377.692 1568.796 1628.874 1488.627 1352.373 1342.775 1392.162 1575.206 1457.93
81.25 1577.262 1498.871 1581.653 1399.395 1462.972 1727.557 1403.943 1582.509 1685.292 1517.833 1383.546 1379.282 1404.844 1600.537 1483.682
82.5 1935.985 1875.043 1909.304 1670.803 1761.186 2097.775 1705.041 1914.489 2115.714 1898.315 1744.283 1655.02 1708.257 1977.332 1842.054
83.75 2801.369 2827.499 2681.916 2386.879 2699.004 3028.396 2386.883 2939.902 3122.437 2825.029 2640.751 2402.806 2549.779 2930.697 2774.837
85 3870.27 3901.207 3603.874 3252.259 3821.653 4212.353 3177.862 4136.892 4271.936 4041.189 3667.705 3359.814 3524.36 4129.537 3907.16
86.25 4433.337 4440.417 4066.254 3753.836 4457.157 4864.676 3616.651 4759.486 4930.625 4676.868 4232.143 3917.183 4123.849 4787.692 4538.051
87.5 4137.793 4165.713 3786.744 3553.824 4225.767 4617.727 3434.511 4479.514 4654.797 4423.213 4018.951 3719.909 3908.272 4455.379 4274.521
88.75 3309.632 3333.422 3056.515 2875.607 3355.512 3756.188 2766.454 3583.378 3747.009 3544.927 3222.298 3025.967 3134.957 3596.673 3421.354
90 2813.695 2883.615 2491.781 2316.375 2835.259 3018.433 2210.104 2923.758 3116.186 2902.123 2653.154 2439.177 2544.956 2998.368 2865.142
91.25 3032.352 3173.464 2504.556 2315.337 3120.726 3038.668 2132.104 3110.169 3299.94 3159.955 2921.876 2469.244 2663.312 3250.117 3188.722
92.5 3361.946 3571.99 2713.235 2536.36 3579.771 3385.4 2282.315 3562.069 3664.574 3592.622 3341.807 2782.122 2967.731 3645.791 3669.733
93.75 3452.344 3723.597 2907.527 2696.488 3758.577 3530.678 2474.095 3739.444 3835.551 3790.124 3530.087 2976.055 3111.003 3769.718 3862.001
95 3337.05 3548.527 3074.786 2829.321 3518.433 3524.708 2692.878 3628.735 3743.501 3686.803 3355.036 2961.201 3116.27 3600.314 3640.563
96.25 3290.99 3374.013 3258.72 2963.966 3240.293 3666.157 2852.241 3520.171 3612.688 3437.727 3063.683 2917.279 3073.036 3491.955 3382.36
97.5 3504.337 3489.819 3519.947 3142.417 3331.982 4001.7 3083.298 3596.765 3709.77 3426.705 3080.609 3016.103 3158.292 3623.77 3435.016
98.75 3791.094 3719.273 3776.615 3335.97 3589.25 4327.16 3337.099 3847.08 3970.344 3672.281 3275.949 3225.501 3398.88 3894.796 3653.818
100 3918.182 3821.823 3836.913 3375.019 3703.321 4452.356 3437.753 4001.758 4080.904 3804.973 3359.536 3329.645 3533.848 4000.971 3736.289
101.25 3876.926 3758.258 3732.134 3310.904 3681.152 4396.779 3388.687 3980.176 4048.304 3805.26 3323.17 3274.852 3479.764 3961.105 3707.805
102.5 3688.109 3524.032 3495.062 3119.822 3514.611 4181.076 3241.955 3804.492 3869.135 3624.808 3166.713 3118.847 3309.465 3751.334 3538.016
103.75 3299.642 3138.462 3083.493 2728.858 3122.356 3761.784 2943.03 3386.586 3463.03 3236.986 2827.57 2783.492 2962.156 3310.458 3160.464
105 2897.506 2791.232 2700.046 2337.72 2704.354 3320.439 2585.038 2941.745 3004.082 2826.917 2464.571 2398.26 2590.271 2861.778 2763.616
106.25 2592.104 2513.29 2416.327 2072.003 2400.037 2988.537 2300.887 2622.04 2657.271 2522.518 2193.192 2118.786 2313.838 2529.811 2480.835
107.5 2331.115 2269.154 2164.215 1856.647 2160.105 2726.026 2061.557 2354.1 2366.111 2268.303 1945.039 1891.956 2071.9 2251.639 2237.838
