CO091_DARK 1 2 3 4 5
angle -2.037 -2.362 3.643 -1.353 2.239
whole 329.528 329.447 330.55 327.885 329.64
RPEtoOLM 65.405 64.915 65.491 65.411 65.658
RNFL 33.342 33.644 34.212 33.662 33.71
-3.75 814.201 590.675 454.96 740.893 749.406
-2.5 1058.69 860.479 635.796 929.593 934.617
-1.25 1534.382 1364.933 1048.758 1444.639 1514.297
0 2121.128 1970.527 1526.176 2106.832 2192.857
1.25 2688.09 2531.179 1968.26 2729.888 2877.516
2.5 3109.366 2937.597 2273.139 3167.822 3314.235
3.75 3342.296 3172.686 2460.542 3383.7 3540.129
5 3423.324 3254.891 2559.084 3483.286 3658.837
6.25 3444.951 3289.369 2570.884 3488.069 3683.727
7.5 3357.581 3204.966 2524.358 3394.661 3599.71
8.75 3138.12 3000.036 2343.106 3167.201 3357.681
10 2821.12 2679.593 2022.064 2810.156 2933.554
11.25 2528.388 2374.09 1777.882 2487.983 2586.851
12.5 2397.375 2247.9 1678.218 2358.807 2435.742
13.75 2377.568 2240.416 1666.313 2342.003 2403.715
15 2390.191 2247.889 1670.76 2353.207 2422.024
16.25 2412.091 2257.424 1677.515 2372.032 2438.126
17.5 2427.738 2263.013 1684.238 2382.173 2441.37
18.75 2422.897 2265.795 1682.071 2375.296 2438.117
20 2415.903 2251.432 1673.458 2375.808 2430.147
21.25 2419.076 2233.805 1667.532 2360.778 2430.067
22.5 2425.22 2232.971 1667.371 2352.855 2445.277
23.75 2431.277 2229.415 1671.384 2358.871 2451.378
25 2436.183 2230.026 1677.579 2378.984 2459.166
26.25 2474.799 2258.948 1703.534 2421.023 2487.704
27.5 2518.978 2281.291 1729.638 2458.068 2510.252
28.75 2532.96 2279.352 1738.098 2444.897 2507.192
30 2533.135 2281.953 1746.227 2463.189 2531.576
31.25 2546.026 2296.58 1742.398 2495.099 2554.327
32.5 2563.746 2290.52 1738.838 2477.725 2545.974
33.75 2567.753 2280.736 1735.137 2461.92 2548.547
35 2538.787 2267.45 1717.6 2446.398 2514.855
36.25 2416.425 2166.625 1635.864 2335.013 2393.897
37.5 2247.769 2004.091 1518.652 2164.73 2223.986
38.75 2098.164 1857.397 1417.495 2019.334 2073.224
40 2003.863 1771.662 1346.975 1921.823 1989.187
41.25 1963.183 1729.044 1308.208 1867.586 1937.699
42.5 1945.784 1700.827 1298.094 1850.153 1915.69
43.75 1947.591 1693.965 1295.714 1848.443 1906.854
45 1976.142 1718.558 1303.073 1866.097 1913.966
46.25 2040.441 1764.197 1331.59 1909.366 1964.525
47.5 2126.2 1820.595 1373.221 1979.381 2039.617
48.75 2204.82 1887.184 1415.028 2054.245 2110.037
50 2276.038 1953.819 1459.235 2133.984 2173.159
51.25 2345.518 2015.82 1516.505 2209.329 2243.243
52.5 2400.439 2054.451 1560.643 2259.443 2305.026
53.75 2421.644 2059.391 1549.509 2286.945 2305.98
55 2404.272 2037.239 1488.85 2276.884 2244.97
56.25 2339.485 1997.479 1392.256 2208.153 2118.74
57.5 2250.345 1925.921 1286.986 2128.391 1953.643
58.75 2161.907 1833.951 1165.336 2033.025 1787.893
60 2093.51 1742.293 1087.369 1947.335 1694.481
61.25 2016.969 1677.753 1046.95 1856.259 1631.553
62.5 1924.358 1616.513 1022.603 1781.983 1582.999
63.75 1847.278 1557.324 1004.522 1713.993 1542.781
65 1765.157 1487.224 990.004 1637 1504.663
66.25 1691.284 1402.122 976.161 1549.093 1478.257
67.5 1628.352 1350.423 965.845 1481.09 1457.249
68.75 1575.57 1311.414 971.426 1432.672 1471.05
70 1529.415 1269.622 987.17 1393.502 1470.695
71.25 1509.886 1244.04 986.595 1379.311 1458.042
72.5 1494.689 1224.732 978.081 1366.364 1442.772
73.75 1492.642 1220.865 978.391 1367.785 1438.717
75 1585.089 1292.481 1028.502 1444.687 1533.175
76.25 1756.984 1434.872 1146.728 1628.103 1705.237
77.5 1840.439 1492.09 1211.544 1712.371 1776.457
78.75 1800.215 1464.039 1180.933 1666.327 1746.152
80 1727.101 1404.182 1128.505 1592.873 1675.623
81.25 1779.315 1442.199 1175.468 1653.089 1729.579
82.5 2190.292 1783.968 1500.811 2115.047 2237.226
83.75 2905.449 2351.914 2009.656 2958.967 3006.662
85 3617.176 2858.522 2451.61 3732.111 3692
86.25 3968.731 3034.475 2595.644 4106.331 3877.877
87.5 3837.978 2822.383 2387.931 3889.257 3525.493
88.75 3354.067 2433.67 2022.179 3270.959 3012.889
90 2966.79 2196.497 1852.013 2917.006 2788.636
91.25 2991.262 2217.981 1927.805 3000.03 2876.036
92.5 3254.119 2401.972 2074.932 3316.172 3080.539
93.75 3552.41 2637.509 2214.938 3580.312 3289.171
95 3808.612 2896.992 2380.67 3710.237 3512.504
96.25 4070.124 3169.179 2604.368 3779.84 3756.859
97.5 4346.048 3460.68 2859.255 3904.892 4077.231
98.75 4572.455 3691.492 3063.64 4089.231 4304.601
100 4637.858 3752.838 3140.124 4190.784 4395.349
101.25 4451.982 3583.624 3057.514 4071.112 4227.597
102.5 4036.781 3252.261 2829.818 3735.55 3846.49
103.75 3508.726 2823.199 2532.292 3248.015 3354.646
105 3001.661 2404.275 2237.717 2762.387 2897.64
106.25 2645.273 2129.956 2000.497 2423.167 2582.496
107.5 2417.559 1965.923 1823.028 2224.45 2371.986
