YA226_DARK 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
11.25 1669.377 2251.733 2355.155 2192.893 2640.335 2793.589 2623.154 2586.863 2723.209 2100.393 2663.295 1893.133 2526.861 2204.283 2278.782
12.5 1589.562 2135.307 2237.658 2060.419 2483.485 2695.269 2480.211 2458.854 2533.752 1985.262 2538.774 1731.726 2359.281 2067.707 2110.723
13.75 1560.47 2100.762 2210.016 2020.731 2457.249 2673.922 2444.726 2425.102 2483.796 1955.63 2516.971 1685.701 2315.411 2026.499 2073.188
15 1557.243 2084.44 2204.489 2012.877 2463.431 2667.863 2430.65 2410.102 2462.684 1953.144 2501.66 1684.414 2296.951 2012.589 2056.524
16.25 1558.767 2073.546 2205.759 2027.201 2465.212 2673.61 2442.645 2413.437 2451.032 1979.043 2521.448 1703.83 2302.918 2017.488 2055.785
17.5 1565.928 2069.576 2206.58 2057.649 2458.99 2667.534 2448.911 2420.392 2479.84 2004.303 2550.699 1716.452 2332.925 2026.558 2060.142
18.75 1573.89 2073.858 2222.595 2080.353 2437.338 2653.54 2442.356 2422.669 2506.188 2031.683 2559.279 1728.298 2349.151 2025.853 2061.676
20 1563.094 2066.377 2229.575 2063.113 2418.262 2638.444 2426.679 2416.412 2479.431 2028.498 2537.329 1726.576 2342.894 2028.475 2068.333
21.25 1558.705 2052.811 2221.141 2029.055 2417.83 2641.908 2421.136 2403.968 2456.973 1992.604 2511.348 1706.324 2324.96 2027.559 2057.013
22.5 1552.289 2057.441 2208.968 2007.298 2422.933 2645.506 2420.492 2391.859 2453.332 1973.55 2513.88 1690.114 2301.819 2027.501 2036.056
23.75 1536.484 2063.634 2205.934 2003.351 2406.772 2635.433 2417.714 2394.797 2461.966 1963.886 2514.76 1689.778 2276.627 2025.595 2027.788
25 1545.557 2071.48 2211.591 2026.671 2412.853 2632.763 2416.392 2408.076 2464.628 1973.562 2503.446 1690.706 2269.4 2034.587 2028.695
26.25 1571.732 2097.707 2232.586 2055.011 2449.648 2659.386 2429.927 2420.336 2473.033 1997.797 2523.377 1704.12 2307.234 2056.21 2048.299
27.5 1584.524 2124.037 2270.072 2079.542 2492.306 2703.427 2460.234 2436.027 2508.295 2027.691 2550.446 1712.553 2349.271 2082.72 2064.941
28.75 1589.897 2144.739 2274.644 2084.039 2520.227 2741.675 2488.133 2466.744 2530.227 2046.894 2586.19 1710.87 2369.09 2100.984 2089.624
30 1606.21 2176.279 2280.867 2096.868 2527.558 2761.2 2499.309 2495.036 2546.29 2062.931 2607.108 1717.908 2383.307 2108.829 2128.073
31.25 1621.552 2206.407 2299.13 2108.811 2542.907 2785.143 2519.136 2511.03 2563.942 2069.425 2629.489 1740.789 2404.737 2127.284 2128.859
32.5 1626.667 2201.907 2296.425 2106.264 2541.241 2792.733 2526.392 2507.718 2570.081 2073.262 2634.918 1747.331 2396.011 2143.586 2107.565
33.75 1616.351 2182.203 2302.358 2101.175 2527.395 2771.487 2518.434 2497.21 2547.417 2077.958 2622.047 1733.385 2367.119 2135.43 2101.957
35 1586.143 2135.074 2278.854 2064.777 2487.388 2720.389 2481.143 2459.626 2505.908 2045.256 2591.231 1705.376 2342.818 2095.72 2075.963
36.25 1512.355 2047.744 2162.737 1963.323 2374.938 2601.875 2356.462 2339.518 2412.998 1940.712 2468.274 1620.699 2232.575 1991.697 1968.48
37.5 1407.025 1904.807 1991.433 1822.271 2201.98 2411.323 2165.797 2160.343 2236.827 1798.249 2278.413 1495.718 2060.976 1838.256 1807.507
38.75 1308.042 1769.799 1854.963 1696.03 2049.573 2244.06 2002.997 2015.511 2068.281 1673.037 2124.42 1383.406 1906.843 1700.666 1673.707
40 1250.246 1681.961 1762.378 1604.955 1947.871 2119.768 1898.156 1919.18 1955.78 1586.063 2026.135 1307.844 1813.821 1612.911 1595.846
41.25 1231.665 1639.682 1714.765 1564.862 1899.968 2070.307 1857.659 1872.181 1910.306 1551.225 1974.167 1277.299 1777.11 1577.309 1567.075
42.5 1226.151 1632.047 1697.776 1553.273 1894.537 2067.908 1847.49 1864.573 1900.492 1538.383 1957.636 1271.81 1763.5 1570.305 1557.991
43.75 1227.312 1634.317 1695.942 1561.887 1896.36 2070.327 1844.531 1858.703 1907.337 1536.236 1970.311 1270.304 1760.419 1572.257 1552.872
45 1231.986 1638.218 1701.213 1577.621 1912.091 2078.446 1849.213 1850.145 1916.558 1547.115 1986.038 1269.697 1778.323 1580.128 1563.691
46.25 1247.202 1647.463 1718.847 1602.255 1949.643 2103.09 1870.526 1865.07 1935.653 1572.321 2003.017 1280.94 1826.69 1606.922 1598.051
47.5 1282.042 1694.467 1765.641 1649.473 2018.12 2151.215 1916.167 1912.617 1989.755 1616.094 2044.788 1314.689 1893.389 1663.967 1660.808
48.75 1345.627 1773.428 1834.653 1714.158 2096.559 2222.263 1984.049 1991.944 2062.903 1673.699 2112.9 1363.645 1957.238 1732.489 1733.904
50 1414.171 1859.063 1907.161 1792.283 2183.657 2312.183 2063.106 2075.978 2152.632 1737.451 2188.413 1415.454 2023.257 1802.402 1810.829
51.25 1455.908 1937.883 2000.679 1885.336 2274.205 2416.28 2152.786 2165.228 2246.489 1806.614 2290.272 1474.662 2096.446 1880.861 1889.039
52.5 1465.635 1998.891 2065.212 1940.695 2326.598 2502.948 2211.814 2233.145 2305.487 1868.177 2372.089 1525.846 2151.861 1931.659 1927.884
53.75 1445.168 2002.75 2063.483 1938.465 2317.331 2508.037 2212.646 2226.671 2307.519 1887.128 2382.739 1535.999 2150.106 1932.997 1914.935
55 1380.996 1931.704 1993.475 1887.422 2242.613 2424.908 2148.345 2147.555 2236.277 1829.087 2310.836 1492.625 2112.297 1865.984 1861.481
56.25 1269.92 1803.103 1857.194 1776.024 2096.209 2252.468 2013.124 2004.005 2097.024 1707.953 2171.113 1402.298 2011.24 1768.768 1765.867
57.5 1136.475 1644.829 1688.306 1624.492 1914.509 2006.522 1851.184 1813.347 1918.835 1561.994 1999.425 1287.914 1881.93 1655.166 1636.646
58.75 1022.093 1483.671 1520.76 1462.578 1722.75 1760.529 1686.969 1615.642 1735.43 1411.938 1813.26 1183.074 1729.647 1522.813 1519.975
60 918.444 1380.234 1416.88 1382.838 1615.092 1642.534 1575.336 1510.462 1627.877 1322.394 1708.494 1100.36 1629.835 1433.375 1427.379
61.25 855.141 1313.651 1352.902 1328.566 1545.726 1581.044 1512.253 1456.219 1564.502 1278.967 1647.931 1061.566 1564.382 1370.16 1367.723
62.5 869.154 1279.742 1322.791 1288.726 1519.441 1555.76 1473.615 1423.339 1523.523 1249.833 1626.221 1032.761 1523.298 1332.957 1331.534
63.75 861.586 1263.656 1309.758 1262.222 1513.238 1552.318 1449.128 1402.643 1497.515 1222.831 1605.413 1013.419 1478.658 1311.835 1290.667
65 875.392 1266.583 1304.749 1252.498 1492.704 1546.028 1434.294 1380.872 1486.699 1214.158 1597.454 995.803 1449.105 1287.428 1250.939
66.25 859.2 1265.74 1306.906 1251.302 1489.586 1549.399 1428.2 1380.306 1488.306 1217.568 1590.427 980.389 1429.112 1276.245 1246.888
67.5 887.056 1272.856 1310.018 1246.078 1489.982 1558.708 1425.967 1402.078 1495.695 1216.36 1590.821 976.011 1415.602 1261.876 1223.495
68.75 930.998 1277.585 1313.639 1241.387 1489.965 1589.324 1417.696 1426.12 1490.86 1225.377 1585.122 966.824 1396.475 1244.667 1190.615
70 903.839 1268.497 1316.953 1234.579 1495.004 1606.368 1406.763 1428.605 1479.933 1234.851 1585.322 956.824 1370.921 1221.796 1160.62
71.25 906.607 1252.075 1307.615 1221.94 1479.423 1588.506 1398.988 1422.03 1460.177 1222.981 1577.63 945.304 1352.432 1202.855 1132.029
72.5 869.477 1232.386 1290.94 1205.268 1468.957 1571.278 1384.934 1412.301 1440.427 1211.14 1558.218 932.063 1334.161 1194.361 1125.311
73.75 890.494 1230.364 1276.896 1193.97 1452.62 1556.764 1368.948 1392.239 1429.22 1196.599 1547.343 923.029 1314.495 1185.393 1093.97
75 926.45 1258.562 1295.01 1222.174 1483.464 1579.321 1393.47 1405.552 1450.524 1218.192 1576.612 943.782 1345.02 1213.394 1123.064
76.25 1033.943 1363.151 1398.072 1330.826 1595.516 1700.426 1510.254 1517.311 1584.28 1320.816 1687.181 1047.475 1482.449 1321.705 1305.674
77.5 1078.036 1436.403 1468.773 1395.871 1663.376 1771.097 1599.883 1596.187 1665.607 1394.021 1763.263 1119.644 1569.382 1391.826 1407.859
78.75 1072.852 1387.738 1414.517 1344.333 1611.2 1708.01 1529.402 1541.752 1613.277 1341.202 1704.299 1066.127 1494.292 1339.675 1329.966
80 1081.825 1327.992 1353.432 1276.396 1548.195 1645.68 1452.11 1481.155 1539.396 1276.464 1637.554 997.087 1405.131 1277.118 1215.184
81.25 1161.289 1344.907 1369.325 1269.602 1564.466 1655.644 1465.203 1477.544 1547.549 1267.944 1638.303 990.462 1421.733 1282.804 1205.649
82.5 1380.95 1589.599 1638.48 1513.657 1884.365 1877.245 1817.2 1672.217 1930.333 1403.022 1902.684 1196.568 1775.047 1536.368 1519.57
83.75 1735.039 2274.276 2386.028 2179.12 2766.397 2543.64 2799.067 2288.325 2931.014 1863.144 2777.34 1865.252 2717.77 2282.695 2320.014
85 2046.348 3105.531 3268.21 3065.746 3827.413 3426.559 3984.45 3104.546 4130.869 2555.97 3925.875 2715.439 3830.599 3244.439 3308.6
86.25 2154.76 3572.163 3740.67 3598.09 4463.654 3890.406 4636.107 3573.53 4778.217 3049.467 4632.099 3287.807 4585.331 3837.887 4011.763
87.5 1994.88 3363.707 3513.693 3479.676 4281.222 3642.724 4400.774 3410.853 4578.46 2987.642 4483.97 3193.755 4482.865 3646.997 3929.162
88.75 1693.132 2723.279 2815.675 2809.14 3471.338 2949.781 3540.851 2789.217 3764.82 2466.784 3647.721 2578.425 3683.765 2954.764 3190.48
90 1529.8 2314.952 2393.654 2338.258 2877.057 2472.257 3018.131 2305.38 3213.929 1996.777 2985.119 2134.723 3072.215 2447.009 2641.398
91.25 1537.408 2462.344 2550.151 2448.27 3072.787 2448.586 3348.531 2285.145 3539.247 1923.708 3121.572 2382.907 3359.283 2642.528 2863.57
92.5 1644.081 2670.902 2784.639 2702.002 3410.847 2604.547 3771.344 2445.45 3916.021 2028.439 3471.682 2750.487 3875.775 2968.878 3276.016
93.75 1846.329 2730.916 2872.332 2791.154 3502.614 2861.181 3798.005 2653.739 3898.198 2224.1 3573.742 2796.162 3936.125 2944.182 3339.412
95 2089.432 2793.581 2912.565 2730.931 3431.517 3215.594 3497.837 2940.744 3699.757 2511.786 3485.476 2530.404 3594.253 2778.16 3081.078
96.25 2310.187 2988.632 3071.209 2797.969 3497.035 3617.239 3392.288 3290.878 3637.038 2811.861 3558.421 2353.376 3330.201 2856.755 2901.035
97.5 2515.163 3261.224 3330.248 3023.222 3737.02 4007.377 3585.481 3671.607 3817.788 3072.193 3822.006 2449.381 3453.787 3121.241 3029.675
98.75 2640.622 3453.119 3522.894 3209.999 3942.803 4221.912 3748.543 3896.701 3989.89 3239.592 4086.565 2568.329 3630.483 3291.359 3196.744
100 2644.98 3481.98 3580.477 3264.287 4001.712 4250.826 3772.307 3937.039 3989.534 3256.326 4215.182 2581.975 3670.383 3313.48 3251.764
101.25 2561.93 3384.49 3505.567 3208.722 3936.144 4137.812 3700.549 3848.805 3879.082 3150.727 4168.858 2524.59 3632.805 3247.649 3201.085
102.5 2374.06 3123.793 3229.822 2990.723 3702.737 3811.571 3419.251 3581.84 3538.636 2896.888 3915.974 2347.526 3416.896 3025.995 2991.501
103.75 2145.028 2769.17 2859.689 2636.257 3306.437 3357.732 2980.809 3173.721 3080.118 2543.526 3482.495 2058.894 3028.249 2685.206 2661.569
105 1973.875 2547.169 2621.359 2374.821 3008.082 3067.231 2708.056 2871.944 2811.345 2300.026 3147.574 1861.999 2737.811 2467.515 2426.465
106.25 1866.899 2429.182 2489.805 2245.027 2862.44 2913.051 2571.452 2707.793 2670.904 2186.23 2977.641 1760.41 2590.307 2362.488 2322.734
107.5 1797.863 2333.514 2391.949 2157.409 2758.792 2797.776 2459.33 2596.285 2563.988 2095.731 2859.062 1681.355 2483.365 2288.206 2257.714
