AD433_DARK 1 2 3 4 5
angle -3.315 -1.105 -1.626 -3.371 -2.604
whole 306.22 304.313 305.67 305.098 303.968
RPEtoOLM 71.245 70.66 71.056 70.517 70.105
RNFL 28.678 30.055 28.593 29.064 28.455
-3.75 548.356 420.3 541.353 457.998 529.336
-2.5 833.55 712.149 770.68 688.023 814.175
-1.25 1523.261 1376.301 1387.995 1326.768 1528.333
0 2331.201 2121.498 2118.309 2042.157 2369.068
1.25 3048.048 2746.154 2788.619 2672.361 3144.537
2.5 3606.866 3251.079 3281.136 3169.615 3738.147
3.75 3943.667 3567.074 3573.57 3429.75 4103.429
5 4120.097 3685.558 3691.176 3549.22 4262.45
6.25 4120.18 3741.905 3703.415 3547.517 4283.043
7.5 3977.766 3625.089 3587.119 3432.504 4149.813
8.75 3645.524 3337.469 3302.966 3172.329 3809.592
10 3170.378 2876.073 2830.211 2765.055 3287.635
11.25 2833.161 2535.339 2503.146 2447.453 2904.537
12.5 2661.472 2388.813 2364.834 2306.644 2734.543
13.75 2599.342 2330.095 2315.917 2250.528 2678.453
15 2576.248 2303.628 2289.659 2227.583 2683.745
16.25 2550.389 2280.632 2284.853 2213.938 2685.861
17.5 2523.206 2290.17 2279.171 2210.808 2677.424
18.75 2518.13 2296.283 2267.757 2210.805 2649.166
20 2533.863 2301.8 2273.251 2219.339 2632.307
21.25 2565.106 2339.149 2291.921 2238.529 2647.446
22.5 2600.138 2384.756 2321.607 2261.63 2675.33
23.75 2618.27 2428.662 2355.966 2294.69 2715.255
25 2633.389 2427.504 2384.371 2320.859 2749.661
26.25 2636.537 2413.075 2385.75 2334.409 2764.234
27.5 2635.88 2411.639 2393.967 2340.298 2774.232
28.75 2656.688 2418.154 2419.49 2345.513 2804.038
30 2696.285 2444.158 2435.485 2351.263 2827.571
31.25 2715.406 2469.329 2440.539 2369.216 2814.206
32.5 2733.426 2492.241 2452.655 2394.157 2813.255
33.75 2720.388 2500.011 2459.556 2406.83 2819.637
35 2658.185 2470.274 2415.872 2363.781 2792.27
36.25 2531.721 2333.075 2298.759 2250.159 2668.383
37.5 2350.372 2134.547 2128.541 2086.75 2469.925
38.75 2149.802 1945.506 1937.199 1899.169 2264.738
40 2043.011 1853.252 1846.41 1807.781 2154.182
41.25 2015.637 1831.687 1826.092 1781.164 2110.586
42.5 2008.889 1837.847 1822.306 1787.493 2093.306
43.75 2014.521 1856.065 1833.547 1802.297 2095.268
45 2048.006 1884.221 1869.816 1831.905 2126.414
46.25 2125.574 1942.144 1928.978 1903.321 2195.045
47.5 2223.859 2016.172 2006.272 1992.683 2284.944
48.75 2312.903 2085.97 2091.178 2082.892 2377.419
50 2388.354 2161.58 2158.658 2152.377 2450.521
51.25 2414.982 2214.981 2193.005 2163.093 2495.685
52.5 2414.681 2221.592 2210.481 2161.869 2528.697
53.75 2410.711 2215.434 2216.955 2166.347 2551.038
55 2357.709 2180.427 2171.351 2155.223 2523.031
56.25 2260.361 2092.563 2076.146 2077.867 2401.011
57.5 2145.846 1987.778 1952.99 1969.267 2269.998
58.75 2049.52 1880.453 1850.841 1894.474 2188.418
60 1972.276 1813.745 1785.431 1843.829 2108.657
61.25 1917.675 1767.062 1742.258 1815.861 2030.161
62.5 1891.956 1723.252 1711.738 1784.629 1988.474
63.75 1865.305 1682.06 1670.283 1737.225 1942.068
65 1812.195 1641.697 1610.346 1669.29 1896.678
66.25 1719.283 1581.648 1540.869 1590.161 1838.811
67.5 1633.874 1516.694 1469.965 1515.568 1772.109
68.75 1580.121 1466.174 1433.214 1457.769 1689.093
70 1550.752 1431.428 1415.152 1416.949 1626.323
71.25 1526.409 1407.548 1389.131 1395.138 1594.66
72.5 1500.042 1382.811 1374.437 1376.845 1572.691
73.75 1494.054 1380.885 1371.931 1371.178 1558.746
75 1567.533 1433.937 1430.293 1447.912 1608.521
76.25 1707.285 1558.042 1566.78 1584.92 1767.876
77.5 1776.34 1641.914 1638.856 1654.599 1862.648
78.75 1730.362 1596.819 1588.275 1614.822 1817.199
80 1693.783 1547.426 1577.159 1590.085 1757.156
81.25 1844.887 1665.662 1730.732 1743.645 1880.04
82.5 2319.866 2173.844 2246.964 2224.355 2380.962
83.75 3095.516 2990.763 2987.585 2914.263 3262.136
85 3816.271 3731.39 3570.842 3562.046 4032.211
86.25 4184.764 4019.368 3842.414 3888.623 4413.079
87.5 4006.271 3791.396 3623.021 3719.953 4260.617
88.75 3522.189 3363.197 3196.483 3343.089 3761.731
90 3359.483 3176.941 3004.589 3163.936 3424.919
91.25 3560.411 3373.375 3181.793 3354.225 3616.995
92.5 3799.657 3585.613 3412.198 3576.161 3939.302
93.75 3863.582 3694.906 3499.356 3653.233 4100.973
95 3802.43 3619.551 3522.891 3623.985 4060.712
96.25 3813.188 3543.602 3600.37 3617.391 4066.44
97.5 4021.236 3698.973 3786.231 3781.281 4272.475
98.75 4212.544 3880.662 3955.137 3935.03 4425.606
100 4270.071 3880.751 3967.957 3989.071 4434.863
101.25 4097.26 3690.47 3797.057 3858.418 4234.601
102.5 3774.448 3379.122 3498.304 3565.451 3920.155
103.75 3345.795 2971.469 3150.682 3155.889 3524.134
105 2920.221 2611.084 2817.985 2768.377 3099.413
106.25 2664.833 2405.102 2593.049 2535.652 2808.061
107.5 2542.314 2283.29 2467.709 2420.863 2665.219
