AD786_DARK 1 2 3 4 5
angle -0.526 0.654 0.507 -0.693 -1.071
whole 345.086 346.016 345.875 343.781 346.593
RPEtoOLM 72.635 73.196 73.107 72.527 72.711
RNFL 36.071 37.81 37.29 34.189 36.89
-3.75 694.386 790.567 810.114 850.22 788.305
-2.5 905.114 959.5 1021.411 1073.326 981.156
-1.25 1332.318 1434.53 1482.025 1501.599 1420.667
0 1842.469 2068.29 2052.25 2053.459 1949.748
1.25 2395.079 2706.804 2639.241 2620.374 2498.911
2.5 2748.081 3076.186 3023.338 3033.237 2865.083
3.75 2931.471 3225.964 3192.992 3264.901 3043.899
5 3018.261 3296.416 3292.803 3399.285 3134.937
6.25 3040.82 3318.627 3359.452 3438.404 3185.814
7.5 3000.624 3279.783 3320.967 3361.182 3147.385
8.75 2843.636 3110.862 3104.303 3140.334 2960.138
10 2537.941 2710.544 2707.255 2820.935 2585.99
11.25 2304.263 2417.391 2442.662 2542.836 2330.762
12.5 2186.617 2302.87 2307.737 2420.597 2205.187
13.75 2151.517 2260.82 2276.186 2380.582 2164.041
15 2151.357 2257.225 2279.614 2376.056 2165.4
16.25 2167.827 2271.429 2285.325 2386.135 2182.262
17.5 2180.904 2283.959 2295.776 2403.867 2200.4
18.75 2182.078 2286.521 2307.938 2412.831 2200.99
20 2170.014 2288.944 2313.734 2416.288 2197.754
21.25 2178.069 2297.787 2321.027 2419.011 2203.307
22.5 2193.604 2315.983 2330.571 2426.021 2222.689
23.75 2205.974 2334.435 2347.996 2451.673 2245.137
25 2225.889 2362.328 2366.579 2480.546 2272.033
26.25 2252.033 2389.031 2380.821 2497.762 2297.742
27.5 2277.516 2400.985 2389.917 2521.843 2314.17
28.75 2296.313 2410.169 2406.734 2547.758 2329.786
30 2313.562 2424.216 2440.166 2575.188 2359.603
31.25 2334.678 2443.858 2470.395 2596.588 2386.26
32.5 2347.207 2462.326 2484.376 2608.479 2398.915
33.75 2352.849 2484.993 2488.128 2625.626 2412.142
35 2333.502 2465.052 2463.264 2609.509 2402.182
36.25 2236.771 2356.371 2342.984 2498.351 2298.803
37.5 2065.952 2176.793 2180.784 2337.088 2126.906
38.75 1903.119 2021.334 2024.11 2169.187 1968.023
40 1826.265 1948.074 1944.434 2086.025 1898.491
41.25 1794.42 1910.834 1907.643 2058.031 1870.11
42.5 1792.123 1908.995 1897.477 2044.683 1864.88
43.75 1804.949 1921.803 1910.604 2064.762 1874.136
45 1851.611 1967.917 1947.986 2110.2 1902.04
46.25 1915.099 2037.057 2003.087 2169.116 1962.574
47.5 1999.7 2112.051 2074.152 2250.751 2039.769
48.75 2070.49 2194.126 2156.964 2331.346 2110.5
50 2122.549 2263.858 2207.92 2404.571 2172.827
51.25 2173.558 2312.28 2262.205 2485.894 2242.937
52.5 2224.56 2350.025 2314.398 2554.992 2288.321
53.75 2240.895 2350.075 2320.308 2562.584 2298.908
55 2196.518 2321.231 2269.204 2517.787 2255.362
56.25 2073.25 2202.29 2128.091 2383.082 2117.791
57.5 1916.952 1998.08 1945.041 2158.224 1933.226
58.75 1785.506 1848.806 1792.069 2013.203 1785.116
60 1696.193 1757.968 1703.991 1911.54 1686.774
61.25 1618.578 1684.53 1632.77 1830.51 1624.183
62.5 1558.996 1631.023 1579.833 1778.176 1575.468
63.75 1517.477 1588.987 1545.845 1730.471 1538.659
65 1490.338 1574.252 1533.484 1704.531 1522.812
66.25 1471.305 1574.312 1524.232 1696.735 1522.136
67.5 1464.156 1578.781 1523.813 1698.82 1523.228
68.75 1460.546 1577.527 1524.707 1701.128 1521.375
70 1456.006 1575.321 1525.218 1698.83 1518.292
71.25 1447.741 1573.065 1516.932 1681.826 1512.514
72.5 1431.62 1561.536 1502.288 1672.483 1503.461
73.75 1421.118 1550.116 1500.139 1673.634 1491.641
75 1485.474 1618.846 1574.89 1731.234 1557.912
76.25 1664.003 1892.109 1817.667 1925.666 1760.51
77.5 1754.381 2030.173 1939.509 2027.876 1885.876
78.75 1686.225 1927.638 1859.821 1957.492 1808.403
80 1574.117 1765 1710.355 1857.046 1695.515
81.25 1593.053 1757.561 1726.826 1877.858 1727.35
82.5 1931.61 2222.288 2191.713 2238.861 2193.273
83.75 2648.91 3268.244 3145.197 3094.327 3217.152
85 3482.477 4345.451 4191.118 4015.336 4256.611
86.25 3912.401 4882.563 4742.125 4470.437 4778.359
87.5 3750.232 4658.62 4588.477 4243.077 4566.213
88.75 3235.685 3969.731 3978.463 3592.709 3877.012
90 2930.668 3691.887 3593.1 3196.623 3470.914
91.25 3089.971 4034.155 3873.871 3267.866 3679.652
92.5 3350.613 4464.766 4263.056 3458.682 4025.603
93.75 3556.009 4676.268 4467.61 3706.681 4258.061
95 3644.345 4607.915 4390.477 3968.139 4277.824
96.25 3669.16 4403.136 4224.826 4136.697 4172.529
97.5 3696.612 4292.955 4129.734 4280.634 4067.619
98.75 3846.989 4427.907 4200.082 4514.271 4149.131
100 3909.917 4454.65 4241.16 4588.787 4190.282
101.25 3757.686 4226.309 4093.353 4388.054 4055.782
102.5 3480.785 3883.844 3774.899 4051.705 3772.411
103.75 3103.698 3421.398 3323.13 3616.136 3375.382
105 2638.353 2900.285 2851.743 3083.233 2884.883
106.25 2281.965 2557.941 2510.962 2667.345 2469.243
107.5 2103.188 2390.068 2310.112 2423.732 2234.207
