AD647_DARK 1 2 3 4 5
angle -4.025 -4.02 -5.646 -3.787 -4.871
whole 305.875 303.916 304.796 303.461 303.522
RPEtoOLM 69.686 69.279 69.522 69.77 69.628
RNFL 32.822 34.015 34.963 34.063 33.327
-3.75 657.996 447.274 494.787 540.737 545.965
-2.5 919.501 699.501 774.437 835.358 853.07
-1.25 1730.891 1395.426 1415.496 1568.823 1565.255
0 2576.432 2147.471 2156.379 2362.641 2335.733
1.25 3426.5 2931.204 2913.473 3161.989 3111.455
2.5 4062.265 3476.459 3449.401 3759.067 3731.525
3.75 4357.81 3798.641 3749.835 4078.172 4035.929
5 4523.83 3910.625 3857.794 4177.626 4145.655
6.25 4560.861 3944.889 3882.513 4222.752 4184.939
7.5 4498.606 3878.852 3818.628 4121.978 4128.034
8.75 4247.85 3692.546 3602.228 3900.823 3915.734
10 3804.42 3309.302 3233.44 3495.078 3536.11
11.25 3487.927 3017.676 2945.054 3201.393 3240.015
12.5 3325.091 2857.846 2796.841 3030.385 3075.845
13.75 3258.859 2815.218 2758.602 2961.258 3014.401
15 3249.751 2834.865 2755.456 2962.855 3021.165
16.25 3273.449 2864.923 2767.254 2991.74 3052.726
17.5 3292.731 2877.728 2773.675 3016.197 3081.387
18.75 3300.568 2857.183 2751.364 3018.126 3078.207
20 3285.002 2809.06 2727.28 2985.29 3036.609
21.25 3259.857 2757.914 2715.261 2942.333 2975.926
22.5 3226.087 2726.561 2706.576 2911.218 2936.254
23.75 3196.867 2730.298 2709.816 2908.668 2922.757
25 3192.19 2752.984 2744.953 2931.171 2945.46
26.25 3204.078 2776.451 2781.516 2950.03 2972.655
27.5 3211.178 2789.062 2783.428 2947.63 2983.304
28.75 3223.603 2803.658 2765.82 2958.886 2992.236
30 3253.759 2821.215 2768.371 2986.108 3012.199
31.25 3269.512 2835.27 2777.833 2996.488 3033.272
32.5 3263.636 2840.53 2768.506 2984.342 3029.056
33.75 3239.549 2817.959 2749.554 2952.055 2997.423
35 3174.711 2765.718 2703.067 2896.484 2926.896
36.25 3051.017 2639.621 2603.512 2783.316 2799.703
37.5 2883.226 2478.434 2446.687 2614.678 2634.023
38.75 2698.66 2317.12 2273.247 2445.097 2449.552
40 2579.035 2207.857 2153.64 2327.596 2335.359
41.25 2520.28 2140.626 2093.788 2272.527 2287.947
42.5 2488.736 2125.69 2084.935 2264.52 2267.407
43.75 2498.582 2144.792 2103.625 2273.489 2268.636
45 2539.891 2178.373 2136.717 2300.616 2302.156
46.25 2593.607 2236.264 2199.809 2352.596 2381.416
47.5 2678.578 2322.022 2295.151 2430.302 2480.744
48.75 2774.782 2424.833 2387.362 2542.277 2589.614
50 2860.656 2530.133 2470.189 2661.618 2682.026
51.25 2918.497 2594.283 2512.382 2735.162 2720.565
52.5 2937.893 2598.434 2529.138 2745.409 2734.39
53.75 2935.751 2590.906 2550.841 2729.186 2749.309
55 2877.819 2548.107 2556.325 2667.651 2720.828
56.25 2750.521 2438.159 2512.525 2542.373 2624.849
57.5 2593.904 2295.632 2435.989 2395.717 2505.48
58.75 2473.485 2164.166 2359.486 2258.591 2399.254
60 2375.85 2070.902 2278.219 2164.584 2311.013
61.25 2276.142 1982.44 2187.339 2083.865 2219.292
62.5 2195.142 1917.384 2095.756 2007.755 2125.685
63.75 2124.764 1849.212 2006.368 1935.605 2034.426
65 2063.642 1797.404 1918.568 1872.881 1959.859
66.25 2028.328 1754.144 1812.577 1837.552 1893.153
67.5 1993.721 1711.646 1715.246 1800.735 1828.617
68.75 1941.407 1678.143 1634.783 1763.763 1771.032
70 1906.521 1654.328 1575.861 1738.971 1732.898
71.25 1888.304 1643.874 1549.325 1726.006 1711.839
72.5 1878.085 1637.337 1537.841 1719.61 1700.201
73.75 1888.451 1642.495 1550.438 1719.919 1713.622
75 1986.753 1742.374 1627.485 1806.367 1813.805
76.25 2175.532 1915.183 1784.187 2006.086 1986.966
77.5 2274.713 2008.864 1870.111 2113.424 2081.33
78.75 2191.971 1937.308 1809.009 2035.844 2006.216
80 2049.227 1811.771 1706.057 1902.421 1876.286
81.25 2044.63 1869.89 1787.267 1961.43 1927.797
82.5 2334.12 2323.905 2208.093 2403.116 2351.411
83.75 2840.409 3050.893 2814.865 3152.656 3063.005
85 3209.479 3553.821 3234.466 3664.428 3571.886
86.25 3212.005 3534.414 3235.098 3638.397 3597.201
87.5 2911.757 3130.527 2892.679 3202.659 3189.8
88.75 2618.254 2720.117 2543.281 2815.962 2817.407
90 2536.468 2623.868 2446.545 2744.877 2712.606
91.25 2574.014 2709.875 2519.006 2848.121 2795.174
92.5 2734.723 2840.972 2636.379 3004.965 2925.133
93.75 3128.357 3078.33 2876.352 3279.985 3157.374
95 3635.972 3451.168 3213.09 3643.892 3508.04
96.25 4069.427 3753.275 3529.016 4014.603 3877.483
97.5 4527.019 4044.221 3822.324 4367.95 4253.779
98.75 4899.909 4357.821 4052.021 4666.882 4539.271
100 4957.574 4489.828 4132.214 4699.044 4582.435
101.25 4711.649 4337.988 3996.197 4464.583 4357.947
102.5 4254.302 3973.91 3640.918 4011.847 3922.57
103.75 3644.942 3433.872 3133.407 3423.133 3349.092
105 3177.6 2915.643 2695.926 2986.19 2891.201
106.25 2989.767 2670.35 2510.531 2805.224 2696.865
107.5 2887.329 2585.194 2485.703 2698.646 2604.813
