AD647_LIGHT 1 2 3 4 5
angle -5.897 -1.216 -2.587 -2.543 -1.106
whole 302.496 304.04 304.156 303.13 303.434
RPEtoOLM 69.496 69.87 69.983 69.493 69.091
RNFL 33.517 33.658 33.115 33.569 33.951
-3.75 544.128 469.499 616.949 696.623 441.63
-2.5 778.292 684.896 921.653 845.554 605.656
-1.25 1472.539 1302.876 1520.087 1449.275 1070.429
0 2246.321 1955.717 2226.117 2123.205 1616.665
1.25 3016.935 2643.253 2905.481 2819.717 2176.73
2.5 3585.883 3195.103 3507.466 3346.235 2598.113
3.75 3887.671 3462.756 3764.386 3612.663 2808.335
5 4046.846 3555.804 3858.051 3703.135 2900.288
6.25 4091.122 3586.594 3849.722 3747.083 2881.289
7.5 4034.349 3504.156 3786.795 3673.094 2856.212
8.75 3836.209 3295.781 3586.086 3475.196 2685.066
10 3498.571 2957.772 3222.048 3097.364 2386.691
11.25 3210.217 2688.686 2928.755 2808.436 2170.333
12.5 3046.501 2521.528 2752.552 2630.563 2020.345
13.75 2977.364 2457.427 2696.875 2562.948 1967.082
15 2970.548 2454.597 2705.384 2565.275 1966.656
16.25 2995.117 2475.264 2735.319 2586.102 1987.815
17.5 3008.91 2494.274 2757.001 2595.454 1996.415
18.75 2997.964 2492.413 2746.777 2582.872 1988.828
20 2954.277 2469.679 2698.152 2527.661 1965.21
21.25 2913.699 2427.413 2645.484 2474.151 1925.116
22.5 2890.14 2398.762 2613.805 2447.386 1895.494
23.75 2870.287 2402.332 2610.971 2457.92 1898.27
25 2857.906 2415.06 2623.225 2493.189 1904.642
26.25 2865.671 2426.49 2643.258 2512.868 1914.457
27.5 2875.503 2426.352 2662.826 2510.106 1907.313
28.75 2885.94 2434.956 2674.894 2496.068 1914.732
30 2906.282 2443.812 2680.227 2508.099 1939.287
31.25 2929.245 2456.475 2685.222 2523.455 1953.231
32.5 2928.993 2442.019 2697.524 2532.573 1949.571
33.75 2900.548 2426.066 2684.59 2521.488 1955.135
35 2836.296 2374.22 2617.925 2478.946 1924.968
36.25 2707.93 2277.183 2505.437 2364.533 1836.346
37.5 2534.253 2134.477 2346.873 2202.763 1706.237
38.75 2372.121 2000.701 2191.084 2054.539 1576.428
40 2246.764 1910.924 2083.326 1952.283 1492.635
41.25 2181.005 1860.968 2013.356 1900.429 1441.238
42.5 2167.215 1841.126 1995.648 1883.173 1434.166
43.75 2172.685 1851.104 2011.399 1886.765 1430.243
45 2208.187 1869.952 2049.237 1916.105 1437.627
46.25 2273.072 1910.168 2089.162 1963.548 1488.955
47.5 2356.131 1977.373 2160.723 2029.79 1560.039
48.75 2447.682 2069.358 2246.694 2111.239 1611.644
50 2522.77 2148.069 2332.589 2190.549 1653.475
51.25 2576.319 2176.239 2382.124 2235.603 1691.764
52.5 2611.928 2160.822 2398.256 2243.876 1682.266
53.75 2631.185 2134.326 2403.546 2226.743 1660.909
55 2604.84 2103.984 2350.728 2181.899 1621.797
56.25 2526.701 2027.185 2234.559 2081.828 1559.316
57.5 2433.681 1892.337 2096.58 1950.518 1458.709
58.75 2355.993 1761.281 1980.289 1825.943 1350.265
60 2265.963 1689.198 1892.797 1745.888 1280.937
61.25 2168.003 1629.785 1821.382 1686.032 1227.649
62.5 2084.437 1581.669 1761.407 1630.191 1180.027
63.75 2013.805 1542.761 1713.155 1582.144 1144.738
65 1935.925 1504.226 1675.515 1546.174 1115.659
66.25 1846.307 1472.357 1636.366 1519.558 1083.402
67.5 1763.412 1456.257 1594.973 1494.348 1074.732
68.75 1695.227 1432.699 1569.917 1475.788 1055.061
70 1642.607 1419.181 1552.852 1446.908 1018.941
71.25 1610.792 1412.533 1529.264 1425.785 1001.265
72.5 1590.367 1394.772 1516.535 1409.172 988.166
73.75 1604.785 1396.576 1533.497 1425.285 1014.718
75 1695.567 1484.752 1630.037 1516.735 1110.54
76.25 1867.802 1655.984 1807.865 1671.878 1268.133
77.5 1975.359 1741.235 1904.146 1755.166 1353.385
78.75 1914.054 1681.845 1828.112 1693.282 1288.118
80 1779.217 1574.283 1700.879 1588.585 1166.674
81.25 1802.266 1640.313 1769.02 1646.076 1227.177
82.5 2248.837 2079.265 2281.197 2156.219 1693.692
83.75 2986.311 2863.226 3087.574 2913.267 2351.245
85 3495.472 3427.52 3646.531 3440.775 2832.449
86.25 3493.753 3429.129 3620.429 3423.665 2857.277
87.5 3069.542 2989.647 3130.226 2976.66 2468.284
88.75 2597.11 2539.521 2685.608 2580.493 2094.581
90 2480.429 2518.68 2624.674 2524.877 2103.156
91.25 2537.719 2749.736 2784.415 2687.126 2328.074
92.5 2664.414 2948.464 2961.701 2847.153 2514.921
93.75 2947.202 3079.08 3146.722 2968.519 2596.888
95 3304.919 3197.957 3378.223 3155.695 2617.741
96.25 3572.336 3349.476 3600.839 3354.076 2671.01
97.5 3822.013 3546.671 3846.672 3597.564 2796.012
98.75 4104.504 3767.05 4146.919 3863.835 2972.072
100 4245.297 3924.613 4272.276 3964.752 3103.042
101.25 4111.054 3853.118 4131.215 3833.086 3061.579
102.5 3738.847 3574.451 3789.242 3498.839 2845.718
103.75 3203.323 3121.642 3268.271 2994.231 2485.623
105 2719.698 2653.401 2826.365 2560.397 2137.058
106.25 2503.26 2420.308 2640.34 2395.742 1971.617
107.5 2441.779 2333.248 2569.694 2334.946 1917.109
