CO942_DARK 1 2 3 4 5
angle -3.317 -3.947 -5.592 -3.239 -2.293
whole 317.402 317.178 316.69 316.763 317.071
RPEtoOLM 69.36 68.309 68.774 69.006 69.156
RNFL 39.528 38.549 36.495 37.146 39.011
-3.75 952.239 1070.738 1346.335 1279.018 1071.768
-2.5 1145.171 1267.619 1541.048 1514.097 1273.804
-1.25 1492.266 1640.388 1941.213 1973.79 1669.573
0 1939.348 2133.265 2453.633 2550.146 2179.817
1.25 2452.061 2686.521 2995.276 3160.71 2748.967
2.5 2741.63 3011.08 3328.599 3485.448 3059.072
3.75 2866.254 3166.149 3505.243 3707.172 3171.817
5 2945.357 3254.186 3568.792 3808.528 3255.41
6.25 2977.034 3246.57 3549.517 3786.898 3249.873
7.5 2905.602 3167.869 3467.233 3686.261 3158.014
8.75 2736.045 2993.409 3300.752 3477.867 2964.997
10 2397.502 2666.935 2991.43 3084.521 2581.238
11.25 2175.235 2436.424 2745.502 2802.213 2316.981
12.5 2041.141 2296.137 2617.647 2644.573 2160.985
13.75 1985.328 2243.539 2553.667 2572.218 2091.436
15 1966.656 2226.227 2537.013 2543.601 2072.361
16.25 1964.417 2227.932 2536.767 2535.696 2071.039
17.5 1963.725 2220.29 2520.25 2528.83 2071.112
18.75 1972.769 2216.168 2514.64 2530.703 2073.198
20 1992.929 2220.467 2521.178 2551.168 2081.216
21.25 2011.747 2234.548 2540.67 2571.232 2090.717
22.5 2025.469 2256.03 2555.641 2575.856 2100.814
23.75 2035.156 2253.792 2561.699 2581.288 2114.609
25 2045.657 2268.75 2576.579 2588.909 2135.869
26.25 2057.7 2314.46 2597.794 2610.703 2168.821
27.5 2077.561 2352.825 2623.589 2640.93 2191.072
28.75 2093.455 2365.185 2633.801 2652.272 2181.263
30 2117.747 2373.831 2635.254 2657.327 2176.913
31.25 2121.84 2385.489 2656.231 2674.527 2193.997
32.5 2106.543 2374.747 2669.815 2679.548 2199.385
33.75 2100.431 2360.954 2662.881 2676.258 2191.058
35 2074.457 2339.984 2631.653 2652.624 2156.751
36.25 1989.014 2230.019 2517.866 2536.923 2052.081
37.5 1842.255 2058.32 2327.313 2344.01 1891.157
38.75 1685.698 1893.751 2121.507 2138.264 1741.32
40 1604.736 1805.91 2022.676 2040.393 1656.161
41.25 1587.157 1778.327 1991.008 2009.907 1625.436
42.5 1587.025 1775.292 1998.265 2015.93 1630.259
43.75 1609.71 1806.711 2028.549 2045.197 1651.548
45 1677.108 1889.691 2124.169 2139.351 1699.181
46.25 1770.895 2001.619 2254.518 2278.02 1793.234
47.5 1851.547 2095.813 2351.427 2386.584 1885.186
48.75 1902.124 2147.589 2409.686 2435.435 1951.29
50 1926.31 2156.746 2421.163 2449.562 1980.085
51.25 1931.022 2183.66 2442.807 2469.065 1980.184
52.5 1936.864 2220.441 2487.539 2498.672 1980.859
53.75 1926.334 2225.705 2505.33 2504.951 1958.816
55 1888.884 2184.056 2470.34 2446.693 1895.023
56.25 1810.261 2097.564 2391.484 2325.939 1792.351
57.5 1689.264 1968.168 2243.203 2184.981 1667.322
58.75 1606.685 1889.881 2144.857 2089.024 1575.955
60 1532.494 1822.008 2041.342 1997.569 1506.364
61.25 1466.472 1765.082 1961.923 1902.076 1449.744
62.5 1409.449 1700.327 1878.846 1838.364 1391.644
63.75 1360.349 1633.988 1798.283 1779.318 1343.697
65 1313.508 1577.498 1720.688 1717.153 1310.14
66.25 1265.289 1508.766 1637.969 1639.625 1280.339
67.5 1219.013 1435.827 1566.712 1571.859 1251.552
68.75 1189.222 1377.165 1510.38 1529.254 1227.198
70 1171.758 1344.03 1479.765 1515.24 1206.977
71.25 1165.649 1336.296 1476.932 1509.064 1203.775
72.5 1174.165 1344.133 1484.587 1514.804 1207.683
73.75 1208.487 1372.392 1521.217 1546.86 1222.942
75 1266.343 1427.401 1589.288 1619.62 1281.047
76.25 1338.537 1508.405 1668.368 1709.042 1379.179
77.5 1374.018 1544.779 1696.729 1745.188 1431.841
78.75 1333.335 1513.301 1657.953 1712.948 1388.197
80 1301.647 1490.406 1639.392 1682.974 1341.449
81.25 1471.495 1664.642 1858.151 1903.747 1514.903
82.5 2038.958 2244.436 2462.666 2561.708 2097.159
83.75 2823.628 3074.446 3192.594 3418.937 2986.123
85 3437.112 3695.624 3672.097 4044.317 3685.191
86.25 3564.416 3796.917 3614.012 4087.413 3894.118
87.5 3210.904 3407.989 3173.22 3620.487 3541.988
88.75 2723.035 2877.067 2725.052 3080.088 2996.232
90 2537.013 2667.026 2570.028 2888.878 2819.619
91.25 2701.186 2758.292 2613.091 2963.979 3070.099
92.5 2898.15 2921.265 2752.934 3110.918 3346.769
93.75 3037.322 3088.416 3032.67 3329.599 3474.837
95 3106.866 3260.871 3412.882 3602.913 3467.628
96.25 3123.223 3424.677 3711.601 3830.426 3392.894
97.5 3193.205 3575.134 4018.821 4088.504 3379.81
98.75 3358.732 3795.875 4271.685 4369.317 3464.58
100 3437.379 3908.187 4362.547 4460.303 3517.241
101.25 3328.103 3809.521 4218.457 4270.77 3400.509
102.5 3099.474 3559.318 3943.838 3970.931 3140.111
103.75 2785.234 3189.585 3571.06 3596.496 2791.528
105 2429.901 2785.724 3204.903 3207.919 2417.116
106.25 2194.7 2507.869 2983.063 2964.36 2181.309
107.5 2083.649 2388.718 2872.248 2856.458 2081.767
