CO942_LIGHT 1 2 3 4 5
angle -1.57 -3.582 -4.243 -1.448 -3.636
whole 315.827 317.438 317.331 317.055 317.839
RPEtoOLM 68.722 68.746 69.031 68.424 68.621
RNFL 38.544 39.413 38.672 39.981 38.786
-3.75 1175.569 961.477 965.5 1033.121 881.793
-2.5 1411.675 1122.109 1136.347 1255.024 1054.78
-1.25 1831.986 1430.674 1444.195 1673.548 1379.739
0 2336.787 1793.935 1841.519 2201.192 1797.915
1.25 2918.734 2214.141 2290.129 2796.317 2264.726
2.5 3310.531 2492.568 2514.583 3147.672 2504.324
3.75 3438.861 2620.889 2640.929 3299.1 2627.312
5 3514.607 2678.336 2722.565 3438.358 2687.301
6.25 3532.72 2701.204 2736.769 3411.174 2678.124
7.5 3463.263 2656.259 2683.632 3299.593 2658.134
8.75 3215.228 2509.405 2519.871 3071.837 2519.915
10 2809.674 2225.931 2226.215 2685.367 2225.651
11.25 2529.587 2026.737 2027.736 2397.188 2025.507
12.5 2376.534 1917.417 1911.275 2254.9 1906.741
13.75 2329.882 1870.953 1853.847 2195.389 1857.493
15 2301.483 1863.731 1834.356 2185.322 1842.12
16.25 2285.892 1856.698 1834.205 2184.162 1831.545
17.5 2285.577 1846.12 1835.166 2181.157 1825.072
18.75 2279.256 1840.686 1830.47 2183.317 1823.069
20 2291.435 1847.902 1840.458 2201.027 1834.842
21.25 2306.869 1869.226 1864.919 2210.583 1856.111
22.5 2321.175 1890.901 1880.019 2202.09 1870.722
23.75 2323.917 1895.201 1885.496 2198.626 1885.888
25 2348.504 1911.835 1895.802 2220.82 1897.134
26.25 2391.667 1938.863 1916.559 2267.453 1922.671
27.5 2437.161 1963.737 1943.035 2299.027 1948.666
28.75 2453.044 1963.991 1958.755 2303.05 1950.591
30 2463.748 1975.575 1971.116 2320.253 1968.302
31.25 2483.098 2004.573 1984.432 2355.538 1991.491
32.5 2488.826 2015.407 1984.277 2350.216 1985.245
33.75 2473.791 1996.379 1977.225 2345.166 1982.113
35 2445.446 1963.649 1941.611 2321.72 1958.472
36.25 2336.311 1879.275 1861.735 2206.478 1872.792
37.5 2149.866 1738.994 1719.977 2043.357 1729.665
38.75 1967.622 1583.483 1572.609 1891.919 1591.233
40 1867.645 1505.926 1492.742 1791.741 1509.906
41.25 1833.614 1489.489 1462.484 1755.933 1485.387
42.5 1837.946 1485.039 1464.779 1771.837 1499.96
43.75 1867.624 1500.275 1488.929 1805.638 1519.67
45 1927.414 1568.648 1541.916 1855.19 1573.429
46.25 2037.582 1680.703 1647.866 1963.865 1675.252
47.5 2148.076 1772.195 1732.731 2070.806 1746.56
48.75 2205.971 1820.922 1769.199 2137.835 1788.096
50 2237.618 1823.017 1771.091 2158.544 1806.976
51.25 2256.847 1824.205 1771.033 2159.297 1814.31
52.5 2280.954 1843.912 1807.266 2159.896 1834.168
53.75 2271.053 1838.764 1800.958 2133.805 1837.442
55 2193.899 1790.526 1755.584 2065.146 1802.309
56.25 2074.323 1730.94 1693.368 1964.436 1727.552
57.5 1933.359 1627.094 1590.651 1835.558 1621.522
58.75 1828.115 1555.449 1525.98 1737.676 1545.835
60 1751.579 1487.856 1469.852 1654.751 1480.963
61.25 1689.471 1420.264 1411.564 1595.473 1420.927
62.5 1625.217 1357.447 1351.331 1550.777 1374.946
63.75 1574.493 1310.045 1297.036 1506.187 1327.822
65 1534.554 1268.82 1246.105 1468.67 1282.756
66.25 1496.124 1225.127 1199.457 1444.633 1243.821
67.5 1464.101 1176.723 1155.076 1424.276 1203.101
68.75 1434.146 1136.781 1122.591 1393.955 1167.49
70 1417.036 1123.774 1104.254 1371.923 1145.594
71.25 1417.988 1115.278 1097.274 1362.841 1141.84
72.5 1425.494 1128.216 1108.117 1370.505 1149.407
73.75 1455.937 1162.768 1136.877 1402.955 1172.553
75 1532.343 1225.113 1193.492 1482.944 1238.075
76.25 1637.71 1292.742 1268.477 1587.83 1315.875
77.5 1690.621 1319.683 1297.595 1637.069 1345.417
78.75 1650.673 1292.081 1260.548 1590.08 1314.979
80 1641.799 1295.864 1245.587 1572.575 1323.251
81.25 1963.572 1519.666 1446.068 1816.774 1547.749
82.5 2760.749 2042.933 1994.081 2478.769 2133.134
83.75 3771.535 2762.338 2722.807 3415.342 2885.668
85 4561.169 3275.315 3245.329 4176.489 3415.821
86.25 4714.337 3338.639 3322.488 4361.135 3471.809
87.5 4236.851 2989.353 2948.726 3973.328 3088.73
88.75 3602.124 2548.249 2480.255 3346.936 2602.269
90 3399.624 2413.816 2327.942 3080.256 2433.423
91.25 3715.72 2537.296 2466.5 3320.283 2625.342
92.5 4060.692 2703.017 2640.154 3654.136 2860.645
93.75 4198.06 2844.774 2807.278 3846.864 3020.196
95 4131.406 2947.218 2916.201 3883.441 3088.542
96.25 3995.231 2998.677 2946.409 3854.661 3109.029
97.5 3995.308 3093.666 3028.672 3858.356 3209.46
98.75 4161.929 3310.288 3188.723 4016.82 3414.317
100 4301.243 3402.861 3280.867 4112.831 3508.248
101.25 4179.379 3288.675 3171.522 4012.751 3374.852
102.5 3879.908 3048.768 2933.815 3787.987 3123.917
103.75 3475.896 2729.4 2622.008 3471.807 2796.399
105 3041.38 2401.132 2307.284 3089.148 2449.423
106.25 2747.435 2191.556 2100.286 2820.95 2231.187
107.5 2638.159 2089.672 2009.079 2711.432 2135.52
