CO638_DARK 1 2 3 4 5
angle -0.842 -3.037 1.806 0.403 -0.405
whole 308.994 309.209 308.435 309.067 308.006
RPEtoOLM 65.439 65.674 65.779 66.156 66.579
RNFL 35.518 36.175 35.834 34.787 33.044
-3.75 559.554 549.602 572.213 557.183 677.4
-2.5 865.879 906.116 787.533 915.626 1000.686
-1.25 1513.655 1540.703 1412.545 1621.511 1636.314
0 2232.596 2249.503 2110.804 2318.044 2370.564
1.25 2972.948 3008.019 2826.463 3105.58 3102.84
2.5 3521.875 3595.831 3362.408 3688.375 3668.436
3.75 3834.231 3882.731 3667.76 3961.176 3947.58
5 3961.685 3979.785 3752.308 4080.623 4059.48
6.25 3990.774 3973.541 3815.569 4121.16 4078.746
7.5 3915.065 3892.27 3756.826 4039.698 3947.833
8.75 3639.912 3642.776 3441.758 3725.893 3646.473
10 3159.196 3178.971 2993.739 3191.48 3193.092
11.25 2816.897 2834.259 2654.756 2825.205 2845.587
12.5 2656.445 2660.268 2464.467 2644.554 2678.882
13.75 2602.81 2593.734 2390.299 2597.607 2640.286
15 2575.411 2565.16 2375.43 2594.863 2619.818
16.25 2570.575 2562.959 2379.555 2597.994 2599.769
17.5 2549.352 2546.542 2358.184 2583.097 2589.176
18.75 2541.36 2525.299 2340.445 2573.827 2580.524
20 2527.611 2512.29 2329.998 2557.842 2569.332
21.25 2520.716 2503.393 2325.514 2533.498 2560.174
22.5 2530.199 2494.582 2320.417 2531.213 2546.679
23.75 2555.111 2517.943 2314.563 2554.561 2552.91
25 2587.336 2560.693 2344.629 2571.534 2572.658
26.25 2617.538 2597.302 2378.495 2599.863 2600.733
27.5 2662.176 2622.202 2410.57 2643.913 2637.17
28.75 2702.975 2656.4 2442.587 2663.505 2665.199
30 2748.31 2689.138 2481.412 2712.942 2703.082
31.25 2780.877 2708.817 2500.404 2749.913 2722.575
32.5 2762.287 2705.828 2482.523 2718.067 2721.414
33.75 2739.568 2670.187 2457.729 2692.502 2709.07
35 2683.812 2607.226 2418.447 2654.064 2659.051
36.25 2556.985 2504.731 2328.793 2528.55 2544.927
37.5 2407.959 2357.974 2184.835 2376.422 2385.21
38.75 2276.273 2230.446 2058.621 2245.25 2227.572
40 2178.144 2122.717 1955.225 2142.893 2127.828
41.25 2107.615 2050.284 1890.19 2067.989 2074.71
42.5 2081.387 2011.645 1855.648 2036.805 2037.077
43.75 2070.603 2005.374 1849.89 2024.237 2027.733
45 2076.597 2018.152 1859.648 2028.729 2051.929
46.25 2129.349 2068.629 1889.967 2086.516 2120.159
47.5 2219.653 2153.385 1953.877 2179.48 2212.781
48.75 2307.611 2258.286 2036.422 2255.204 2288.311
50 2386.487 2354.241 2119.529 2318.044 2354.713
51.25 2462.93 2407.699 2180.307 2376.911 2421.612
52.5 2492.679 2425.468 2209.744 2410.026 2435.394
53.75 2482.889 2425.741 2190.361 2391.166 2414.5
55 2431.077 2391.144 2129.778 2328.322 2357.896
56.25 2305.084 2281.12 2032.525 2195.029 2233.762
57.5 2158.784 2150.442 1899.565 2034.225 2066.416
58.75 2048.128 2055.419 1781.856 1900.897 1954.283
60 1973.798 1985.244 1708.055 1818.539 1857.512
61.25 1890.725 1926.578 1661.252 1768.893 1818.21
62.5 1830.861 1883.104 1617.181 1731.276 1792.264
63.75 1799.364 1851.358 1574.532 1687.019 1760.963
65 1765.488 1802.775 1548.065 1641.858 1718.707
66.25 1734.88 1758.042 1516.675 1608.503 1693.193
67.5 1714.646 1714.586 1491.887 1601.417 1673.109
68.75 1682.915 1657.564 1472.88 1589.762 1635.549
70 1639.576 1597.14 1447.652 1573.072 1591.661
71.25 1603.447 1556.827 1419.93 1538.447 1571.054
72.5 1592.691 1534.617 1407.349 1522.637 1561.37
73.75 1639.616 1556.805 1427.949 1552.884 1579.064
75 1769.253 1678.526 1541.19 1668.263 1703.483
76.25 1951.452 1860.37 1727.771 1846.161 1889.86
77.5 2041.51 1947.324 1805.178 1934.986 1979.026
78.75 1968.978 1894.294 1747.32 1884.866 1919.701
80 1917.261 1826.856 1670.572 1813.457 1843.53
81.25 2074.325 1996.605 1747.549 2013.141 2005.15
82.5 2591.592 2551.018 2213.882 2636.034 2467.33
83.75 3360.21 3253.939 2908.686 3434.871 3121.204
85 3917.924 3774.669 3424.158 3938.114 3586.216
86.25 3971.989 3845.543 3511.121 3919.193 3671.145
87.5 3681.007 3575.134 3272.718 3535.937 3376.637
88.75 3462.902 3343.087 3047.394 3328.104 3093.073
90 3545.167 3419.231 3158.761 3436.553 3094.588
91.25 3859.453 3704.887 3498.062 3677.603 3211.554
92.5 4126.898 3987.906 3728.562 3860.783 3290.974
93.75 4150.877 4059.343 3718.112 3897.029 3369.597
95 4019.102 3993.4 3590.632 3901.823 3545.663
96.25 4000.508 3977.418 3560.479 3986.871 3840.012
97.5 4185.136 4143.337 3719.056 4232.356 4213.602
98.75 4389.729 4366.004 3925.419 4454.592 4466.069
100 4434.727 4449.344 3986.583 4527.2 4570.054
101.25 4260.874 4295.963 3852.745 4360.386 4427.961
102.5 3862.405 3943.949 3549.919 3981.343 4037.716
103.75 3358.257 3471.835 3143.429 3516.745 3545.739
105 2909.407 3032.903 2741.051 3119.276 3136.56
106.25 2587.841 2717.008 2436.047 2821.685 2830.237
107.5 2378.296 2509.812 2243.701 2623.019 2632.504
