AD387_DARK 1 2 3 4 5
angle -2.322 -2.127 -1.524 -1.854 -0.538
whole 303.67 301.213 299.745 301.91 300.863
RPEtoOLM 67.824 67.321 66.971 67.699 67.272
RNFL 34.953 34.724 35.159 34.718 35.44
-3.75 669.568 684.068 620.337 550.589 631.632
-2.5 1140.765 980.183 904.357 732.872 893.415
-1.25 1813.27 1661.349 1472.361 1301.499 1547.299
0 2643.504 2488.413 2216.99 1946.66 2311.06
1.25 3501.759 3331.208 2993.211 2595.258 3105.374
2.5 4087.224 3854.649 3453.825 3076.661 3624.413
3.75 4405.478 4118.536 3705.729 3263.652 3860.277
5 4514.618 4240.866 3829.255 3407.186 3980.063
6.25 4519.397 4240.332 3854.273 3375.458 3986.614
7.5 4434.547 4130.243 3766.967 3316.743 3901.543
8.75 4158.775 3871.464 3550.962 3122.156 3617.248
10 3651.597 3418.833 3087.737 2866.173 3194.819
11.25 3284.586 3121.414 2804.267 2623.249 2888.041
12.5 3099.778 2949.79 2628.797 2481.034 2716.209
13.75 3046.305 2871.312 2552.606 2430.395 2652.641
15 3033.665 2835.817 2526.085 2416.335 2630.429
16.25 3032.22 2819.418 2502.231 2407.559 2617.036
17.5 3038.693 2824.418 2505.934 2386.253 2616.319
18.75 3048.485 2830.158 2524.245 2358.457 2625.171
20 3057.163 2832.381 2534.815 2333.119 2619.492
21.25 3068.036 2836.92 2542.857 2341.43 2619.475
22.5 3074.59 2828.376 2551.71 2357.253 2618.309
23.75 3081.165 2820.959 2551.156 2364.079 2610.2
25 3098.972 2831.672 2562.594 2372.76 2640.865
26.25 3106.818 2846.273 2586.363 2374.754 2672.701
27.5 3105.615 2856.961 2602.097 2361.122 2676.128
28.75 3125.435 2882.374 2613.579 2355.723 2665.857
30 3154.647 2899.675 2635.952 2370.395 2675.829
31.25 3161.322 2902.039 2652.484 2368.301 2685.773
32.5 3169.998 2894.101 2655.579 2362.025 2703.155
33.75 3173.894 2887.205 2639.381 2358.831 2716.217
35 3126.104 2858.568 2606.771 2342.171 2671.823
36.25 2987.608 2729.712 2499.317 2255.615 2567.179
37.5 2778.736 2524.531 2318.036 2106.841 2384.643
38.75 2570.512 2314.183 2130.481 1951.924 2183.335
40 2458.764 2180.574 2019.807 1847.307 2064.101
41.25 2408.869 2131.405 1978.243 1790.346 2016.926
42.5 2405.899 2127.703 1976.616 1782.164 2014.212
43.75 2415.415 2147.713 1994.571 1786.665 2019.253
45 2439.98 2175.987 2010.568 1801.866 2027.417
46.25 2490.592 2207.077 2029.138 1822.468 2055.451
47.5 2592.816 2272.859 2080.44 1877.479 2114.449
48.75 2716.345 2381.542 2176.81 1962.326 2206.57
50 2820.583 2498.892 2286.986 2044.476 2289.67
51.25 2897.632 2567.754 2377.772 2107.661 2360.397
52.5 2911.361 2593.94 2411.767 2124.171 2401.167
53.75 2907.358 2596 2385.17 2116.717 2387.814
55 2872.512 2587.704 2337.382 2093.931 2341.652
56.25 2754.485 2492.738 2244.574 2029.012 2241.289
57.5 2579.042 2315.971 2090.435 1915.097 2075.913
58.75 2441.027 2192.839 1952.504 1810.481 1941.32
60 2342.515 2095.069 1865.095 1733.246 1850.033
61.25 2267.985 2016.596 1795.772 1659.741 1782.956
62.5 2206.403 1952.469 1742.989 1597.536 1735.192
63.75 2147.365 1893.866 1698.119 1558.735 1700.99
65 2094.285 1842.046 1661.497 1534.162 1657.671
66.25 2044.036 1787.486 1638.938 1496.909 1626.295
67.5 1989.52 1736.477 1620.861 1459.579 1612.428
68.75 1943.753 1684.114 1592.078 1412.8 1595.543
70 1916.773 1644.533 1564.115 1373.669 1565.915
71.25 1894.684 1623.412 1543.401 1351.085 1544.102
72.5 1893.137 1613.044 1531.855 1351.401 1536.13
73.75 1932.713 1627.855 1540.816 1364.034 1543.82
75 2050.132 1717.749 1619.55 1444.744 1619.438
76.25 2228.447 1875.599 1783.027 1566.041 1781.348
77.5 2316.755 1971.505 1880.999 1627.425 1874.827
78.75 2251.199 1916.98 1838.929 1589.834 1842.377
80 2119.379 1806.174 1731.444 1510.554 1747.034
81.25 2057.869 1876.358 1758.449 1579.299 1780.547
82.5 2182.628 2379.617 2109.509 1912.889 2142.62
83.75 2486.817 3084.99 2632.708 2388.618 2694.275
85 2697.627 3505.572 2959.062 2671.056 3041.765
86.25 2652.342 3435.223 2898.572 2591.574 3000.589
87.5 2430.271 2966.085 2496.051 2239.134 2623.235
88.75 2232.885 2558.089 2141.167 1918.975 2255.311
90 2186.731 2468.063 2022.31 1856.447 2103.078
91.25 2253.79 2556.927 2082.682 1932.126 2162.06
92.5 2471.943 2686.712 2239.044 2077.867 2346.329
93.75 2864.076 2949.64 2594.413 2394.583 2696.596
95 3497.306 3419.118 3071.697 2832.319 3209.988
96.25 4108.408 3879.828 3526.039 3242.453 3629.715
97.5 4734.928 4322.254 3915.242 3597.447 4009.079
98.75 5170.799 4664.378 4224.01 3848.445 4319.688
100 5339.241 4827.529 4296.16 3915.855 4487.101
101.25 5147.78 4651.656 4077.311 3776.666 4330.736
102.5 4691.887 4223.514 3669.48 3482.367 3935.063
103.75 4145.06 3723.85 3184.468 3134.035 3454.08
105 3665.997 3323.035 2805.692 2855.556 3086.061
106.25 3335.893 3060.548 2578.93 2656.279 2838.66
107.5 3084.043 2845.704 2392.836 2487.893 2639.458
