AD727_DARK 1 2 3 4 5
angle -3.856 -5.157 -5.733 -7.02 -1.22
whole 328.137 329.769 329.551 333.946 329.59
RPEtoOLM 66.716 66.372 67.181 66.755 66.633
RNFL 33.438 34.537 33.433 33.768 34.049
-3.75 473.565 464.011 553.474 754.936 460.963
-2.5 706.188 687.727 666.552 1093.776 900.318
-1.25 1182.695 1340.771 1243.301 1784.914 1614.83
0 1796.822 2005.014 1866.827 2495.766 2405.517
1.25 2394.077 2655.549 2453.118 3133.987 3317.478
2.5 2806.358 3118.481 2858.277 3564.123 3902.862
3.75 2995.259 3325.488 3041.357 3818.529 4129.65
5 3058.89 3400.52 3120.502 3902.211 4202.246
6.25 3091.589 3411.34 3111.995 3913.232 4162.878
7.5 3001.21 3358.15 3010.185 3816.632 4061.075
8.75 2807.208 3175.906 2853.266 3593.896 3791.577
10 2474.887 2838.3 2541.072 3257.081 3310.101
11.25 2202.069 2581.589 2298.682 2989.457 2913.227
12.5 2074.642 2448.97 2187.234 2857.071 2723.251
13.75 2034.142 2400.952 2139.474 2793.855 2655.803
15 2052.229 2411.383 2140.364 2786.01 2686.284
16.25 2075.46 2456.056 2173.251 2814.854 2727.89
17.5 2091.966 2505.779 2207.389 2846.214 2772.538
18.75 2094.005 2509.224 2215.305 2851.526 2801.001
20 2071.355 2464.664 2190.966 2817.693 2768.408
21.25 2054.142 2407.582 2156.085 2764.441 2719.56
22.5 2056.46 2374.357 2142.921 2727.231 2681.853
23.75 2072.821 2373.357 2150.64 2711.536 2674.125
25 2111.229 2396.861 2170.202 2745.102 2691.475
26.25 2146.131 2426.987 2191.889 2793.488 2728.916
27.5 2168.216 2438.847 2204.01 2821.111 2763.676
28.75 2185.949 2434.62 2204.327 2824.831 2772.129
30 2203.235 2449.601 2224.854 2832.024 2781.407
31.25 2219.189 2474.663 2251.274 2841.707 2778.567
32.5 2231.083 2478.374 2249.524 2822.123 2764.513
33.75 2219.859 2466.549 2242.499 2793.847 2748.396
35 2187.801 2426.892 2218.952 2741.617 2716.575
36.25 2104.314 2322.818 2117.198 2608.959 2591.815
37.5 1962.454 2176.846 1970.099 2442.074 2415.271
38.75 1822.444 2020.325 1834.201 2276.146 2252.541
40 1738.416 1923.417 1749.475 2165.195 2156.953
41.25 1702.815 1874.025 1713.907 2119.901 2108.666
42.5 1703.061 1871.929 1702.369 2112.539 2087.514
43.75 1711.484 1885.026 1704.256 2131.473 2090.788
45 1724.445 1904.862 1729.677 2193.968 2108.9
46.25 1774.973 1958.693 1782.628 2261.779 2170.116
47.5 1838.522 2022.034 1830.458 2306.746 2235.736
48.75 1901.393 2068.713 1890.055 2364.111 2272.175
50 1972.512 2175.995 1974.764 2447.136 2340.906
51.25 2063.11 2294.349 2049.709 2500.925 2457.528
52.5 2098.209 2318.791 2106.307 2535.526 2522.55
53.75 2087.194 2317.909 2118.423 2568.159 2511.305
55 2053.395 2298.331 2096.813 2533.618 2440.149
56.25 1953.605 2215.851 2047.333 2425.382 2303.497
57.5 1822.264 2106.58 1968.981 2317.627 2121.265
58.75 1711.695 2016.394 1892.645 2197.351 1954.971
60 1620.586 1924.954 1812.483 2065.408 1839.083
61.25 1553.519 1821.43 1712.124 1939.902 1756.139
62.5 1506.836 1717.624 1603.486 1824.267 1705.74
63.75 1467.236 1637.632 1499.658 1737.554 1670.097
65 1443.766 1574.742 1424.74 1681.122 1646.615
66.25 1429.603 1525.348 1372.193 1644.857 1634.935
67.5 1415.523 1488.625 1352.543 1614.433 1629.034
68.75 1409.666 1473.78 1343.998 1599.101 1625.499
70 1409.4 1454.274 1338.083 1584.616 1613.25
71.25 1397.796 1431.288 1322.605 1558.952 1605.583
72.5 1375.799 1419.118 1311.149 1564.931 1592.16
73.75 1378.585 1449.078 1328.117 1607.856 1595.198
75 1464.357 1546.403 1409.897 1690.19 1677.347
76.25 1607.785 1651.305 1511.376 1763.466 1815.504
77.5 1656.57 1673.387 1548.53 1795.025 1866.948
78.75 1598.128 1640.674 1501.875 1787.851 1811.416
80 1538.364 1659.571 1466.981 1809.27 1761.805
81.25 1700.948 1891.585 1648.689 1915.148 1956.397
82.5 2319.158 2432.819 2135.898 2115.104 2521.504
83.75 3167.393 3063.316 2779.229 2360.124 3306.655
85 3825.275 3437.751 3212.682 2531.768 3855.192
86.25 3951.732 3407.411 3257.328 2555 3904.151
87.5 3583.012 3079.429 2931.462 2474.585 3504.057
88.75 3017.604 2707.37 2533.262 2390.084 3047.465
90 2810.284 2529.424 2361.974 2340.259 2902.321
91.25 2960.444 2533.524 2397.518 2379.283 2965.051
92.5 3154.801 2570.253 2464.429 2550.087 3042.354
93.75 3203.229 2702.201 2554.691 2900.467 3161.598
95 3276.625 3042.18 2786.719 3357.877 3445.93
96.25 3483.08 3500.289 3168.14 3820.852 3842.637
97.5 3769.269 3858.288 3469.501 4172.562 4252.581
98.75 3975.584 4043.01 3680.893 4365.137 4476.13
100 4059.121 4051.304 3732.273 4366.055 4525.393
101.25 3989.023 3907.073 3665.055 4184.628 4367.296
102.5 3747.389 3579.205 3386.425 3836.077 3968.743
103.75 3314.304 3128.156 2938.24 3438.235 3415.22
105 2907.164 2775.14 2570.123 3107.636 2985.967
106.25 2644.205 2564.954 2352.533 2864.506 2736.149
107.5 2460.234 2398.765 2187.365 2672.822 2541.723
